Rank,NOC,Gold,Silver,Bronze,Total,Year,Total Score,Is Host,Yearly Total Score,Score_Rate,lag1_coeff,lag2_coeff,lag3_coeff
34,Lithuania,1,0,1,2,1992,4,0,1592,0.0025125628140703,0.0669766287272552,0.0052196483707915,0.0155849666549311
37,Switzerland,1,0,0,1,1992,3,0,1592,0.0018844221105527,0.0645047778662797,-0.042643872,0.0670263595359131
38,Jamaica,0,3,1,4,1992,7,0,1592,0.0043969849246231,0.0855338332575038,-0.021296139,0.0019865870098395
38,Nigeria,0,3,1,4,1992,7,0,1592,0.0043969849246231,0.0588066290734749,0.0090844331932762,0.0141666385594043
40,Latvia,0,2,1,3,1992,5,0,1592,0.0031407035175879,0.0795054125886066,-0.054190134,0.066111305588507
41,Austria,0,2,0,2,1992,4,0,1592,0.0025125628140703,0.1426373113008584,-0.072329556,0.0240571260583699
41,Namibia,0,2,0,2,1992,4,0,1592,0.0025125628140703,0.0,0.0,0.0
41,South Africa,0,2,0,2,1992,4,0,1592,0.0025125628140703,0.0097076475034568,-0.014002044,0.0208371289553415
44,Belgium,0,1,2,3,1992,4,0,1592,0.0025125628140703,0.0999535450525768,-0.072116842,0.0394756734574606
44,Croatia,0,1,2,3,1992,4,0,1592,0.0025125628140703,0.0534783003042977,-0.06571429,0.1750682572591144
44,Independent Olympic Participants,0,1,2,3,1992,4,0,1592,0.0025125628140703,0.0,0.0,0.0
44,Iran,0,1,2,3,1992,4,0,1592,0.0025125628140703,0.0238295166639712,0.0229610738475428,0.0439875021982788
48,Israel,0,1,1,2,1992,3,0,1592,0.0018844221105527,0.1299735674390288,0.0004732473582725,0.0856536644549932
49,Chinese Taipei,0,1,0,1,1992,2,0,1592,0.0012562814070351,0.0799537392253963,-0.067888814,0.1200063996829422
49,Mexico,0,1,0,1,1992,2,0,1592,0.0012562814070351,-0.036453767,-0.033701709,-0.026782985
49,Peru,0,1,0,1,1992,2,0,1592,0.0012562814070351,-0.000488819,-0.001099503,0.0350495765136951
52,Mongolia,0,0,2,2,1992,2,0,1592,0.0012562814070351,0.0356543206119922,0.0040909768986558,0.038058462930323
52,Slovenia,0,0,2,2,1992,2,0,1592,0.0012562814070351,-0.024357192,0.0722823555021518,0.0826776687515192
54,Argentina,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.0377932089641432,-0.009101754,0.0501999133209208
54,Bahamas,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.0588599123419141,-0.010917959,0.0616733057440297
54,Colombia,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.1484936336468682,-0.135378614,0.1076244483216264
54,Ghana,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.02241060568343,0.0350502596303638,0.0039971230831726
54,Malaysia,0,0,1,1,1992,1,0,1592,0.0006281407035175,-0.013200238,-0.073822421,0.3160609266471389
54,Pakistan,0,0,1,1,1992,1,0,1592,0.0006281407035175,-0.044496238,0.0428995127110449,0.0556258349103398
54,Philippines,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.1125621440638615,0.0413774240570134,-0.04002275
54,Puerto Rico,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.0333449017498307,0.0077939908203272,0.0451754467957053
54,Qatar,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.1720240088980114,0.2662275765399336,-0.502723561
54,Suriname,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.0,0.0,0.0
54,Thailand,0,0,1,1,1992,1,0,1592,0.0006281407035175,0.0754294831511271,0.0112659804556027,-0.044224613
1,United States,44,32,25,101,1996,221,1,1657,0.1333735666867833,-0.018635704,-0.009878765,-0.005536997
2,Russia,26,21,16,63,1996,136,0,1657,0.0820760410380205,0.0185848998614509,0.0159157975272426,0.0385310585231525
3,Germany,20,18,27,65,1996,123,0,1657,0.0742305371152685,0.0037464236304567,0.054508500406284,0.0294116358445334
4,China,16,22,12,50,1996,104,0,1657,0.0627640313820157,0.0349212185750656,-0.010283681,0.0244934903795986
5,France,15,7,15,37,1996,74,0,1657,0.0446590223295111,-0.007371037,-0.005794931,-0.00930495
6,Italy,13,10,12,35,1996,71,0,1657,0.0428485214242607,-0.028464728,0.000580383620461,0.0517707547535864
7,Australia,9,9,23,41,1996,68,0,1657,0.0410380205190102,0.0593783761803394,0.0105979239956092,-0.017491077
8,Cuba,9,8,8,25,1996,51,0,1657,0.0307785153892576,0.1150892571363936,-0.012649172,-0.039939664
9,Ukraine,9,2,12,23,1996,43,0,1657,0.0259505129752564,0.1055313528667747,-0.081151223,0.0556947848215754
10,South Korea,7,15,5,27,1996,56,0,1657,0.0337960168980084,0.1299539397074564,-0.096731247,0.0460938076451412
11,Poland,7,5,5,17,1996,36,0,1657,0.0217260108630054,0.0960781072930106,-0.033445012,0.0298788401460767
12,Hungary,7,4,10,21,1996,39,0,1657,0.0235365117682558,0.081822948682144,-0.015298107,0.0298869241525155
13,Spain,5,6,6,17,1996,33,0,1657,0.0199155099577549,0.0523829915644519,-0.003431032,0.0516043365955357
14,Romania,4,7,9,20,1996,35,0,1657,0.0211225105612552,0.1381380069280918,-0.032482878,-0.008737718
15,Netherlands,4,5,10,19,1996,32,0,1657,0.0193120096560048,0.0326027226637719,0.0182504912085674,-0.013945041
16,Greece,4,4,0,8,1996,20,0,1657,0.012070006035003,0.064844238365524,-0.031648542,-0.000569784
17,Czech Republic,4,3,4,11,1996,22,0,1657,0.0132770066385033,-0.003407146,0.0993248221971498,0.0032549006544948
18,Switzerland,4,3,0,7,1996,18,0,1657,0.0108630054315027,0.0645047778662797,-0.042643872,0.0670263595359131
19,Denmark,4,1,1,6,1996,15,0,1657,0.0090525045262522,0.11215174873682,-0.059377711,0.0395365798657709
19,Turkey,4,1,1,6,1996,15,0,1657,0.0090525045262522,0.0348245838511438,0.0071872141261822,0.0390670382651637
21,Canada,3,11,8,22,1996,39,0,1657,0.0235365117682558,0.0147731501056603,-0.004054787,0.0028425278416601
22,Bulgaria,3,7,5,15,1996,28,0,1657,0.0168980084490042,0.0933639052482865,0.0060403658726689,-0.012116691
23,Japan,3,6,5,14,1996,26,0,1657,0.0156910078455039,0.0308954330278842,0.0076793706983338,-0.020519968
24,Kazakhstan,3,4,4,11,1996,21,0,1657,0.0126735063367531,-0.038340672,-0.170647365,-0.023989539
25,Brazil,3,3,9,15,1996,24,0,1657,0.0144840072420036,0.0474667852272042,0.0131828339023468,0.0570026670928254
26,New Zealand,3,2,1,6,1996,14,0,1657,0.0084490042245021,0.0991513404046973,-0.003886849,0.0097812651250406
27,South Africa,3,1,1,5,1996,12,0,1657,0.0072420036210018,0.0097076475034568,-0.014002044,0.0208371289553415
28,Ireland,3,0,1,4,1996,10,0,1657,0.0060350030175015,0.0043770977096089,0.0492732399711982,0.0361240253097746
29,Sweden,2,4,2,8,1996,16,0,1657,0.0096560048280024,0.0678301712724681,-0.015719948,0.0220085393768702
30,Norway,2,2,3,7,1996,13,0,1657,0.0078455039227519,0.0736612564982121,0.0268687394913607,-0.030603601
31,Belgium,2,2,2,6,1996,12,0,1657,0.0072420036210018,0.0999535450525768,-0.072116842,0.0394756734574606
32,Nigeria,2,1,3,6,1996,11,0,1657,0.0066385033192516,0.0588066290734749,0.0090844331932762,0.0141666385594043
33,North Korea,2,1,2,5,1996,10,0,1657,0.0060350030175015,0.1003192821811706,-0.077190182,0.0701035846888015
34,Algeria,2,0,1,3,1996,7,0,1657,0.004224502112251,0.105674162807873,-0.062907429,0.0465656448550214
34,Ethiopia,2,0,1,3,1996,7,0,1657,0.004224502112251,0.0501833073817357,0.0377994327773924,0.0065221512437059
36,Great Britain,1,8,6,15,1996,25,0,1657,0.0150875075437537,-0.06192036,-0.031880806,-0.009741821
37,Belarus,1,6,8,15,1996,23,0,1657,0.0138805069402534,0.0961927242703584,0.0495922073693768,-0.054547977
38,Kenya,1,4,3,8,1996,14,0,1657,0.0084490042245021,-0.020869328,-0.005983973,0.0143254487759907
39,Jamaica,1,3,2,6,1996,11,0,1657,0.0066385033192516,0.0855338332575038,-0.021296139,0.0019865870098395
40,Finland,1,2,1,4,1996,8,0,1657,0.0048280024140012,0.0687637573636961,0.0453412694394228,-0.030496104
41,FR Yugoslavia,1,1,2,4,1996,7,0,1657,0.004224502112251,0.0,0.0,0.0
41,Indonesia,1,1,2,4,1996,7,0,1657,0.004224502112251,0.0325525821731489,0.0679903256525186,-0.011363667
43,Iran,1,1,1,3,1996,6,0,1657,0.0036210018105009,0.0238295166639712,0.0229610738475428,0.0439875021982788
43,Slovakia,1,1,1,3,1996,6,0,1657,0.0036210018105009,0.0236150185204219,0.0284172266877504,0.0233445988852465
45,Armenia,1,1,0,2,1996,5,0,1657,0.0030175015087507,0.1132858890106865,0.0593082124242049,-0.098302284
45,Croatia,1,1,0,2,1996,5,0,1657,0.0030175015087507,0.0534783003042977,-0.06571429,0.1750682572591144
47,Portugal,1,0,1,2,1996,4,0,1657,0.0024140012070006,0.0502517307220905,0.0062580577956718,0.0442410827754413
47,Thailand,1,0,1,2,1996,4,0,1657,0.0024140012070006,0.0754294831511271,0.0112659804556027,-0.044224613
49,Burundi,1,0,0,1,1996,3,0,1657,0.0018105009052504,0.0,0.0,0.0
49,Costa Rica,1,0,0,1,1996,3,0,1657,0.0018105009052504,0.0,0.0,0.0
49,Ecuador,1,0,0,1,1996,3,0,1657,0.0018105009052504,0.0,0.0,0.0
49,Hong Kong,1,0,0,1,1996,3,0,1657,0.0018105009052504,0.0274543972354062,0.1135252103022514,0.1865581838920528
49,Syria,1,0,0,1,1996,3,0,1657,0.0018105009052504,0.0,0.0,0.0
54,Argentina,0,2,1,3,1996,5,0,1657,0.0030175015087507,0.0377932089641432,-0.009101754,0.0501999133209208
55,Namibia,0,2,0,2,1996,4,0,1657,0.0024140012070006,0.0,0.0,0.0
55,Slovenia,0,2,0,2,1996,4,0,1657,0.0024140012070006,-0.024357192,0.0722823555021518,0.0826776687515192
57,Austria,0,1,2,3,1996,4,0,1657,0.0024140012070006,0.1426373113008584,-0.072329556,0.0240571260583699
58,Malaysia,0,1,1,2,1996,3,0,1657,0.0018105009052504,-0.013200238,-0.073822421,0.3160609266471389
58,Moldova,0,1,1,2,1996,3,0,1657,0.0018105009052504,0.0564541662941908,-0.21467388,0.2043060991000954
58,Uzbekistan,0,1,1,2,1996,3,0,1657,0.0018105009052504,0.0029466549259328,0.0885854596506894,0.0959767115380872
61,Azerbaijan,0,1,0,1,1996,2,0,1657,0.0012070006035003,0.0028537731498121,-0.170842115,0.2950248249394128
61,Bahamas,0,1,0,1,1996,2,0,1657,0.0012070006035003,0.0588599123419141,-0.010917959,0.0616733057440297
61,Chinese Taipei,0,1,0,1,1996,2,0,1657,0.0012070006035003,0.0799537392253963,-0.067888814,0.1200063996829422
61,Latvia,0,1,0,1,1996,2,0,1657,0.0012070006035003,0.0795054125886066,-0.054190134,0.066111305588507
61,Philippines,0,1,0,1,1996,2,0,1657,0.0012070006035003,0.1125621440638615,0.0413774240570134,-0.04002275
61,Tonga,0,1,0,1,1996,2,0,1657,0.0012070006035003,0.0,0.0,0.0
61,Zambia,0,1,0,1,1996,2,0,1657,0.0012070006035003,0.0,0.0,0.0
68,Georgia,0,0,2,2,1996,2,0,1657,0.0012070006035003,0.0827749923119967,0.0030194783867324,0.0262135489999911
68,Morocco,0,0,2,2,1996,2,0,1657,0.0012070006035003,0.0572735364001462,-0.004840799,0.0265370076612803
68,Trinidad and Tobago,0,0,2,2,1996,2,0,1657,0.0012070006035003,0.0485508378565269,-0.0326002,0.0571114635394481
71,India,0,0,1,1,1996,1,0,1657,0.0006035003017501,0.0354053868167537,0.0374176492799498,0.0175643905294755
71,Israel,0,0,1,1,1996,1,0,1657,0.0006035003017501,0.1299735674390288,0.0004732473582725,0.0856536644549932
71,Lithuania,0,0,1,1,1996,1,0,1657,0.0006035003017501,0.0669766287272552,0.0052196483707915,0.0155849666549311
71,Mexico,0,0,1,1,1996,1,0,1657,0.0006035003017501,-0.036453767,-0.033701709,-0.026782985
71,Mongolia,0,0,1,1,1996,1,0,1657,0.0006035003017501,0.0356543206119922,0.0040909768986558,0.038058462930323
71,Mozambique,0,0,1,1,1996,1,0,1657,0.0006035003017501,0.0,0.0,0.0
71,Puerto Rico,0,0,1,1,1996,1,0,1657,0.0006035003017501,0.0333449017498307,0.0077939908203272,0.0451754467957053
71,Tunisia,0,0,1,1,1996,1,0,1657,0.0006035003017501,0.0654829717458007,-0.022690087,0.0501545173104222
71,Uganda,0,0,1,1,1996,1,0,1657,0.0006035003017501,0.0952758899767234,-0.08244583,0.076982418418866
1,United States,37,24,32,93,2000,191,0,1827,0.1045429666119321,-0.018635704,-0.009878765,-0.005536997
2,Russia,32,28,29,89,2000,181,0,1827,0.0990695128626163,0.0185848998614509,0.0159157975272426,0.0385310585231525
3,China,28,16,14,58,2000,130,0,1827,0.0711548987411056,0.0349212185750656,-0.010283681,0.0244934903795986
4,Australia,16,25,17,58,2000,115,1,1827,0.0629447181171319,0.0593783761803394,0.0105979239956092,-0.017491077
5,Germany,13,17,26,56,2000,99,0,1827,0.0541871921182266,0.0037464236304567,0.054508500406284,0.0294116358445334
6,France,13,14,11,38,2000,78,0,1827,0.0426929392446633,-0.007371037,-0.005794931,-0.00930495
7,Italy,13,8,13,34,2000,68,0,1827,0.0372194854953475,-0.028464728,0.000580383620461,0.0517707547535864
8,Netherlands,12,9,4,25,2000,58,0,1827,0.0317460317460317,0.0326027226637719,0.0182504912085674,-0.013945041
9,Cuba,11,11,7,29,2000,62,0,1827,0.033935413245758,0.1150892571363936,-0.012649172,-0.039939664
10,Great Britain,11,10,7,28,2000,60,0,1827,0.0328407224958949,-0.06192036,-0.031880806,-0.009741821
11,Romania,11,6,9,26,2000,54,0,1827,0.0295566502463054,0.1381380069280918,-0.032482878,-0.008737718
12,South Korea,8,10,10,28,2000,54,0,1827,0.0295566502463054,0.1299539397074564,-0.096731247,0.0460938076451412
13,Hungary,8,6,3,17,2000,39,0,1827,0.0213464696223316,0.081822948682144,-0.015298107,0.0298869241525155
14,Poland,6,5,3,14,2000,31,0,1827,0.016967706622879,0.0960781072930106,-0.033445012,0.0298788401460767
15,Japan,5,8,5,18,2000,36,0,1827,0.0197044334975369,0.0308954330278842,0.0076793706983338,-0.020519968
16,Bulgaria,5,6,2,13,2000,29,0,1827,0.0158730158730158,0.0933639052482865,0.0060403658726689,-0.012116691
17,Greece,4,6,3,13,2000,27,0,1827,0.0147783251231527,0.064844238365524,-0.031648542,-0.000569784
18,Sweden,4,5,3,12,2000,25,0,1827,0.0136836343732895,0.0678301712724681,-0.015719948,0.0220085393768702
19,Norway,4,3,3,10,2000,21,0,1827,0.0114942528735632,0.0736612564982121,0.0268687394913607,-0.030603601
20,Ethiopia,4,1,3,8,2000,17,0,1827,0.0093048713738368,0.0501833073817357,0.0377994327773924,0.0065221512437059
21,Ukraine,3,10,10,23,2000,39,0,1827,0.0213464696223316,0.1055313528667747,-0.081151223,0.0556947848215754
22,Kazakhstan,3,4,0,7,2000,17,0,1827,0.0093048713738368,-0.038340672,-0.170647365,-0.023989539
23,Belarus,3,3,11,17,2000,26,0,1827,0.0142309797482211,0.0961927242703584,0.0495922073693768,-0.054547977
24,Canada,3,3,8,14,2000,23,0,1827,0.0125889436234263,0.0147731501056603,-0.004054787,0.0028425278416601
25,Spain,3,3,5,11,2000,20,0,1827,0.0109469074986316,0.0523829915644519,-0.003431032,0.0516043365955357
26,Turkey,3,0,2,5,2000,11,0,1827,0.0060207991242474,0.0348245838511438,0.0071872141261822,0.0390670382651637
27,Iran,3,0,1,4,2000,10,0,1827,0.0054734537493158,0.0238295166639712,0.0229610738475428,0.0439875021982788
28,Czech Republic,2,3,3,8,2000,15,0,1827,0.0082101806239737,-0.003407146,0.0993248221971498,0.0032549006544948
29,Kenya,2,3,2,7,2000,14,0,1827,0.0076628352490421,-0.020869328,-0.005983973,0.0143254487759907
30,Denmark,2,3,1,6,2000,13,0,1827,0.0071154898741105,0.11215174873682,-0.059377711,0.0395365798657709
31,Finland,2,1,1,4,2000,9,0,1827,0.0049261083743842,0.0687637573636961,0.0453412694394228,-0.030496104
32,Austria,2,1,0,3,2000,8,0,1827,0.0043787629994526,0.1426373113008584,-0.072329556,0.0240571260583699
33,Lithuania,2,0,3,5,2000,9,0,1827,0.0049261083743842,0.0669766287272552,0.0052196483707915,0.0155849666549311
34,Azerbaijan,2,0,1,3,2000,7,0,1827,0.003831417624521,0.0028537731498121,-0.170842115,0.2950248249394128
34,Bahamas,2,0,1,3,2000,7,0,1827,0.003831417624521,0.0588599123419141,-0.010917959,0.0616733057440297
36,Slovenia,2,0,0,2,2000,6,0,1827,0.0032840722495894,-0.024357192,0.0722823555021518,0.0826776687515192
37,Switzerland,1,6,2,9,2000,17,0,1827,0.0093048713738368,0.0645047778662797,-0.042643872,0.0670263595359131
38,Indonesia,1,3,2,6,2000,11,0,1827,0.0060207991242474,0.0325525821731489,0.0679903256525186,-0.011363667
39,Slovakia,1,3,1,5,2000,10,0,1827,0.0054734537493158,0.0236150185204219,0.0284172266877504,0.0233445988852465
40,Mexico,1,2,3,6,2000,10,0,1827,0.0054734537493158,-0.036453767,-0.033701709,-0.026782985
41,Nigeria,1,2,0,3,2000,7,0,1827,0.003831417624521,0.0588066290734749,0.0090844331932762,0.0141666385594043
42,Algeria,1,1,3,5,2000,8,0,1827,0.0043787629994526,0.105674162807873,-0.062907429,0.0465656448550214
43,Uzbekistan,1,1,2,4,2000,7,0,1827,0.003831417624521,0.0029466549259328,0.0885854596506894,0.0959767115380872
44,FR Yugoslavia,1,1,1,3,2000,6,0,1827,0.0032840722495894,0.0,0.0,0.0
44,Latvia,1,1,1,3,2000,6,0,1827,0.0032840722495894,0.0795054125886066,-0.054190134,0.066111305588507
46,New Zealand,1,0,3,4,2000,6,0,1827,0.0032840722495894,0.0991513404046973,-0.003886849,0.0097812651250406
47,Estonia,1,0,2,3,2000,5,0,1827,0.0027367268746579,0.0880598816225788,-0.056791081,0.029837845459897
47,Thailand,1,0,2,3,2000,5,0,1827,0.0027367268746579,0.0754294831511271,0.0112659804556027,-0.044224613
49,Croatia,1,0,1,2,2000,4,0,1827,0.0021893814997263,0.0534783003042977,-0.06571429,0.1750682572591144
50,Cameroon,1,0,0,1,2000,3,0,1827,0.0016420361247947,0.2906221822213744,-0.144000571,-0.108229423
50,Colombia,1,0,0,1,2000,3,0,1827,0.0016420361247947,0.1484936336468682,-0.135378614,0.1076244483216264
50,Mozambique,1,0,0,1,2000,3,0,1827,0.0016420361247947,0.0,0.0,0.0
53,Brazil,0,6,6,12,2000,18,0,1827,0.0098522167487684,0.0474667852272042,0.0131828339023468,0.0570026670928254
54,Jamaica,0,6,3,9,2000,15,0,1827,0.0082101806239737,0.0855338332575038,-0.021296139,0.0019865870098395
55,Belgium,0,2,3,5,2000,7,0,1827,0.003831417624521,0.0999535450525768,-0.072116842,0.0394756734574606
55,South Africa,0,2,3,5,2000,7,0,1827,0.003831417624521,0.0097076475034568,-0.014002044,0.0208371289553415
57,Argentina,0,2,2,4,2000,6,0,1827,0.0032840722495894,0.0377932089641432,-0.009101754,0.0501999133209208
58,Chinese Taipei,0,1,4,5,2000,6,0,1827,0.0032840722495894,0.0799537392253963,-0.067888814,0.1200063996829422
58,Morocco,0,1,4,5,2000,6,0,1827,0.0032840722495894,0.0572735364001462,-0.004840799,0.0265370076612803
60,North Korea,0,1,3,4,2000,5,0,1827,0.0027367268746579,0.1003192821811706,-0.077190182,0.0701035846888015
61,Moldova,0,1,1,2,2000,3,0,1827,0.0016420361247947,0.0564541662941908,-0.21467388,0.2043060991000954
61,Saudi Arabia,0,1,1,2,2000,3,0,1827,0.0016420361247947,0.0,0.0,0.0
61,Trinidad and Tobago,0,1,1,2,2000,3,0,1827,0.0016420361247947,0.0485508378565269,-0.0326002,0.0571114635394481
64,Ireland,0,1,0,1,2000,2,0,1827,0.0010946907498631,0.0043770977096089,0.0492732399711982,0.0361240253097746
64,Sri Lanka,0,1,0,1,2000,2,0,1827,0.0010946907498631,0.0,0.0,0.0
64,Uruguay,0,1,0,1,2000,2,0,1827,0.0010946907498631,-0.007648627,0.0321630839059514,0.0383103151530274
64,Vietnam,0,1,0,1,2000,2,0,1827,0.0010946907498631,0.0,0.0,0.0
68,Georgia,0,0,6,6,2000,6,0,1827,0.0032840722495894,0.0827749923119967,0.0030194783867324,0.0262135489999911
69,Costa Rica,0,0,2,2,2000,2,0,1827,0.0010946907498631,0.0,0.0,0.0
69,Portugal,0,0,2,2,2000,2,0,1827,0.0010946907498631,0.0502517307220905,0.0062580577956718,0.0442410827754413
71,Armenia,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.1132858890106865,0.0593082124242049,-0.098302284
71,Barbados,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.0,0.0,0.0
71,Chile,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.0061582518953526,-0.003767427,0.0468435264192354
71,Iceland,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.0,0.0,0.0
71,India,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.0354053868167537,0.0374176492799498,0.0175643905294755
71,Israel,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.1299735674390288,0.0004732473582725,0.0856536644549932
71,Kuwait,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.0,0.0,0.0
71,Kyrgyzstan,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.0,0.0,0.0
71,Macedonia,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.0,0.0,0.0
71,Qatar,0,0,1,1,2000,1,0,1827,0.0005473453749315,0.1720240088980114,0.2662275765399336,-0.502723561
1,United States,36,39,26,101,2004,212,0,1828,0.1159737417943107,-0.018635704,-0.009878765,-0.005536997
2,China,32,17,14,63,2004,144,0,1828,0.0787746170678337,0.0349212185750656,-0.010283681,0.0244934903795986
3,Russia,28,26,36,90,2004,172,0,1828,0.0940919037199124,0.0185848998614509,0.0159157975272426,0.0385310585231525
4,Australia,17,16,17,50,2004,100,0,1828,0.0547045951859956,0.0593783761803394,0.0105979239956092,-0.017491077
5,Japan,16,9,12,37,2004,78,0,1828,0.0426695842450765,0.0308954330278842,0.0076793706983338,-0.020519968
6,Germany,13,16,20,49,2004,91,0,1828,0.049781181619256,0.0037464236304567,0.054508500406284,0.0294116358445334
7,France,11,9,13,33,2004,64,0,1828,0.0350109409190372,-0.007371037,-0.005794931,-0.00930495
8,Italy,10,11,11,32,2004,63,0,1828,0.0344638949671772,-0.028464728,0.000580383620461,0.0517707547535864
9,South Korea,9,12,9,30,2004,60,0,1828,0.0328227571115973,0.1299539397074564,-0.096731247,0.0460938076451412
10,Great Britain,9,9,12,30,2004,57,0,1828,0.0311816192560175,-0.06192036,-0.031880806,-0.009741821
11,Cuba,9,7,11,27,2004,52,0,1828,0.0284463894967177,0.1150892571363936,-0.012649172,-0.039939664
12,Hungary,8,6,3,17,2004,39,0,1828,0.0213347921225382,0.081822948682144,-0.015298107,0.0298869241525155
13,Ukraine,8,5,9,22,2004,43,0,1828,0.0235229759299781,0.1055313528667747,-0.081151223,0.0556947848215754
14,Romania,8,5,6,19,2004,40,0,1828,0.0218818380743982,0.1381380069280918,-0.032482878,-0.008737718
15,Greece,6,6,4,16,2004,34,1,1828,0.0185995623632385,0.064844238365524,-0.031648542,-0.000569784
16,Brazil,5,2,3,10,2004,22,0,1828,0.012035010940919,0.0474667852272042,0.0131828339023468,0.0570026670928254
17,Norway,5,0,1,6,2004,16,0,1828,0.0087527352297593,0.0736612564982121,0.0268687394913607,-0.030603601
18,Netherlands,4,9,9,22,2004,39,0,1828,0.0213347921225382,0.0326027226637719,0.0182504912085674,-0.013945041
19,Sweden,4,2,1,7,2004,17,0,1828,0.0092997811816192,0.0678301712724681,-0.015719948,0.0220085393768702
20,Spain,3,11,6,20,2004,37,0,1828,0.0202407002188183,0.0523829915644519,-0.003431032,0.0516043365955357
21,Canada,3,6,3,12,2004,24,0,1828,0.0131291028446389,0.0147731501056603,-0.004054787,0.0028425278416601
22,Turkey,3,3,4,10,2004,19,0,1828,0.0103938730853391,0.0348245838511438,0.0071872141261822,0.0390670382651637
23,Poland,3,2,5,10,2004,18,0,1828,0.0098468271334792,0.0960781072930106,-0.033445012,0.0298788401460767
24,New Zealand,3,2,0,5,2004,13,0,1828,0.0071115973741794,0.0991513404046973,-0.003886849,0.0097812651250406
25,Thailand,3,1,4,8,2004,15,0,1828,0.0082056892778993,0.0754294831511271,0.0112659804556027,-0.044224613
26,Belarus,2,5,6,13,2004,22,0,1828,0.012035010940919,0.0961927242703584,0.0495922073693768,-0.054547977
27,Austria,2,4,1,7,2004,15,0,1828,0.0082056892778993,0.1426373113008584,-0.072329556,0.0240571260583699
28,Ethiopia,2,3,2,7,2004,14,0,1828,0.0076586433260393,0.0501833073817357,0.0377994327773924,0.0065221512437059
29,Iran,2,2,2,6,2004,12,0,1828,0.0065645514223194,0.0238295166639712,0.0229610738475428,0.0439875021982788
29,Slovakia,2,2,2,6,2004,12,0,1828,0.0065645514223194,0.0236150185204219,0.0284172266877504,0.0233445988852465
31,Chinese Taipei,2,2,1,5,2004,11,0,1828,0.0060175054704595,0.0799537392253963,-0.067888814,0.1200063996829422
32,Georgia,2,2,0,4,2004,10,0,1828,0.0054704595185995,0.0827749923119967,0.0030194783867324,0.0262135489999911
33,Bulgaria,2,1,9,12,2004,17,0,1828,0.0092997811816192,0.0933639052482865,0.0060403658726689,-0.012116691
34,Denmark,2,1,5,8,2004,13,0,1828,0.0071115973741794,0.11215174873682,-0.059377711,0.0395365798657709
35,Jamaica,2,1,2,5,2004,10,0,1828,0.0054704595185995,0.0855338332575038,-0.021296139,0.0019865870098395
35,Uzbekistan,2,1,2,5,2004,10,0,1828,0.0054704595185995,0.0029466549259328,0.0885854596506894,0.0959767115380872
37,Morocco,2,1,0,3,2004,8,0,1828,0.0043763676148796,0.0572735364001462,-0.004840799,0.0265370076612803
38,Argentina,2,0,4,6,2004,10,0,1828,0.0054704595185995,0.0377932089641432,-0.009101754,0.0501999133209208
39,Chile,2,0,1,3,2004,7,0,1828,0.0038293216630196,0.0061582518953526,-0.003767427,0.0468435264192354
40,Kazakhstan,1,4,3,8,2004,14,0,1828,0.0076586433260393,-0.038340672,-0.170647365,-0.023989539
41,Kenya,1,4,2,7,2004,13,0,1828,0.0071115973741794,-0.020869328,-0.005983973,0.0143254487759907
42,Czech Republic,1,3,5,9,2004,14,0,1828,0.0076586433260393,-0.003407146,0.0993248221971498,0.0032549006544948
43,South Africa,1,3,2,6,2004,11,0,1828,0.0060175054704595,0.0097076475034568,-0.014002044,0.0208371289553415
44,Croatia,1,2,2,5,2004,9,0,1828,0.0049234135667396,0.0534783003042977,-0.06571429,0.1750682572591144
45,Lithuania,1,2,0,3,2004,7,0,1828,0.0038293216630196,0.0669766287272552,0.0052196483707915,0.0155849666549311
46,Egypt,1,1,3,5,2004,8,0,1828,0.0043763676148796,-0.011362303,0.0170307797201968,-0.019578094
46,Switzerland,1,1,3,5,2004,8,0,1828,0.0043763676148796,0.0645047778662797,-0.042643872,0.0670263595359131
48,Indonesia,1,1,2,4,2004,7,0,1828,0.0038293216630196,0.0325525821731489,0.0679903256525186,-0.011363667
49,Zimbabwe,1,1,1,3,2004,6,0,1828,0.0032822757111597,0.0,0.0,0.0
50,Azerbaijan,1,0,4,5,2004,7,0,1828,0.0038293216630196,0.0028537731498121,-0.170842115,0.2950248249394128
51,Belgium,1,0,2,3,2004,5,0,1828,0.0027352297592997,0.0999535450525768,-0.072116842,0.0394756734574606
52,Bahamas,1,0,1,2,2004,4,0,1828,0.0021881838074398,0.0588599123419141,-0.010917959,0.0616733057440297
