Rank,NOC,Gold,Silver,Bronze,Total,Year,Total Score,Is Host,Yearly Total Score,Score_Rate
60,Malaysia,0,4,1,5,2016,9,0,1891,0.004759386567953464
61,Mexico,0,3,2,5,2016,8,0,1891,0.004230565838180857
62,Venezuela,0,2,1,3,2016,5,0,1891,0.0026441036488630354
63,Algeria,0,2,0,2,2016,4,0,1891,0.0021152829190904283
63,Ireland,0,2,0,2,2016,4,0,1891,0.0021152829190904283
65,Lithuania,0,1,3,4,2016,5,0,1891,0.0026441036488630354
66,Bulgaria,0,1,2,3,2016,4,0,1891,0.0021152829190904283
67,India,0,1,1,2,2016,3,0,1891,0.0015864621893178213
67,Mongolia,0,1,1,2,2016,3,0,1891,0.0015864621893178213
69,Burundi,0,1,0,1,2016,2,0,1891,0.0010576414595452142
69,Grenada,0,1,0,1,2016,2,0,1891,0.0010576414595452142
69,Niger,0,1,0,1,2016,2,0,1891,0.0010576414595452142
69,Philippines,0,1,0,1,2016,2,0,1891,0.0010576414595452142
69,Qatar,0,1,0,1,2016,2,0,1891,0.0010576414595452142
74,Norway,0,0,4,4,2016,4,0,1891,0.0021152829190904283
75,Egypt,0,0,3,3,2016,3,0,1891,0.0015864621893178213
75,Tunisia,0,0,3,3,2016,3,0,1891,0.0015864621893178213
77,Israel,0,0,2,2,2016,2,0,1891,0.0010576414595452142
78,Austria,0,0,1,1,2016,1,0,1891,0.0005288207297726071
78,Dominican Republic,0,0,1,1,2016,1,0,1891,0.0005288207297726071
78,Estonia,0,0,1,1,2016,1,0,1891,0.0005288207297726071
78,Finland,0,0,1,1,2016,1,0,1891,0.0005288207297726071
78,Morocco,0,0,1,1,2016,1,0,1891,0.0005288207297726071
78,Nigeria,0,0,1,1,2016,1,0,1891,0.0005288207297726071
78,Portugal,0,0,1,1,2016,1,0,1891,0.0005288207297726071
78,Trinidad and Tobago,0,0,1,1,2016,1,0,1891,0.0005288207297726071
78,United Arab Emirates,0,0,1,1,2016,1,0,1891,0.0005288207297726071
1,United States,39,41,33,113,2020,232,0,2098,0.11058150619637751
2,China,38,32,19,89,2020,197,0,2098,0.09389895138226882
3,Japan,27,14,17,58,2020,126,1,2098,0.06005719733079123
4,Great Britain,22,20,22,64,2020,128,0,2098,0.061010486177311724
5,ROC,20,28,23,71,2020,139,0,2098,0.06625357483317446
6,Australia,17,7,22,46,2020,87,0,2098,0.041468064823641564
7,Netherlands,10,12,14,36,2020,68,0,2098,0.032411820781696854
8,France,10,12,11,33,2020,65,0,2098,0.03098188751191611
9,Germany,10,11,16,37,2020,68,0,2098,0.032411820781696854
10,Italy,10,10,20,40,2020,70,0,2098,0.03336510962821735
11,Canada,7,7,10,24,2020,45,0,2098,0.021448999046711152
12,Brazil,7,6,8,21,2020,41,0,2098,0.019542421353670163
13,New Zealand,7,6,7,20,2020,40,0,2098,0.019065776930409915
14,Cuba,7,3,5,15,2020,32,0,2098,0.015252621544327931
15,Hungary,6,7,7,20,2020,39,0,2098,0.018589132507149667
16,South Korea,6,4,10,20,2020,36,0,2098,0.017159199237368923
17,Poland,4,5,5,14,2020,27,0,2098,0.012869399428026692
18,Czech Republic,4,4,3,11,2020,23,0,2098,0.0109628217349857
19,Kenya,4,4,2,10,2020,22,0,2098,0.010486177311725452
20,Norway,4,2,2,8,2020,18,0,2098,0.008579599618684462
21,Jamaica,4,1,4,9,2020,18,0,2098,0.008579599618684462
22,Spain,3,8,6,17,2020,31,0,2098,0.014775977121067683
23,Sweden,3,6,0,9,2020,21,0,2098,0.010009532888465206
24,Switzerland,3,4,6,13,2020,23,0,2098,0.0109628217349857
25,Denmark,3,4,4,11,2020,21,0,2098,0.010009532888465206
26,Croatia,3,3,2,8,2020,17,0,2098,0.008102955195424213
27,Iran,3,2,2,7,2020,15,0,2098,0.007149666348903718
28,Serbia,3,1,5,9,2020,16,0,2098,0.0076263107721639654
29,Belgium,3,1,3,7,2020,14,0,2098,0.00667302192564347
30,Bulgaria,3,1,2,6,2020,13,0,2098,0.006196377502383222
31,Slovenia,3,1,1,5,2020,12,0,2098,0.005719733079122974
32,Uzbekistan,3,0,2,5,2020,11,0,2098,0.005243088655862726
33,Georgia,2,5,1,8,2020,17,0,2098,0.008102955195424213
34,Chinese Taipei,2,4,6,12,2020,20,0,2098,0.009532888465204958
35,Turkey,2,2,9,13,2020,19,0,2098,0.00905624404194471
36,Greece,2,1,1,4,2020,9,0,2098,0.004289799809342231
36,Uganda,2,1,1,4,2020,9,0,2098,0.004289799809342231
38,Ecuador,2,1,0,3,2020,8,0,2098,0.0038131553860819827
39,Ireland,2,0,2,4,2020,8,0,2098,0.0038131553860819827
39,Israel,2,0,2,4,2020,8,0,2098,0.0038131553860819827
41,Qatar,2,0,1,3,2020,7,0,2098,0.003336510962821735
42,Bahamas,2,0,0,2,2020,6,0,2098,0.002859866539561487
42,Kosovo,2,0,0,2,2020,6,0,2098,0.002859866539561487
44,Ukraine,1,6,12,19,2020,27,0,2098,0.012869399428026692
45,Belarus,1,3,3,7,2020,12,0,2098,0.005719733079122974
46,Romania,1,3,0,4,2020,9,0,2098,0.004289799809342231
46,Venezuela,1,3,0,4,2020,9,0,2098,0.004289799809342231
48,India,1,2,4,7,2020,11,0,2098,0.005243088655862726
49,Hong Kong,1,2,3,6,2020,10,0,2098,0.004766444232602479
50,Philippines,1,2,1,4,2020,8,0,2098,0.0038131553860819827
50,Slovakia,1,2,1,4,2020,8,0,2098,0.0038131553860819827
52,South Africa,1,2,0,3,2020,7,0,2098,0.003336510962821735
53,Austria,1,1,5,7,2020,10,0,2098,0.004766444232602479
54,Egypt,1,1,4,6,2020,9,0,2098,0.004289799809342231
55,Indonesia,1,1,3,5,2020,8,0,2098,0.0038131553860819827
56,Ethiopia,1,1,2,4,2020,7,0,2098,0.003336510962821735
56,Portugal,1,1,2,4,2020,7,0,2098,0.003336510962821735
58,Tunisia,1,1,0,2,2020,5,0,2098,0.0023832221163012394
59,Estonia,1,0,1,2,2020,4,0,2098,0.0019065776930409914
59,Fiji,1,0,1,2,2020,4,0,2098,0.0019065776930409914
59,Latvia,1,0,1,2,2020,4,0,2098,0.0019065776930409914
59,Thailand,1,0,1,2,2020,4,0,2098,0.0019065776930409914
63,Bermuda,1,0,0,1,2020,3,0,2098,0.0014299332697807435
63,Morocco,1,0,0,1,2020,3,0,2098,0.0014299332697807435
63,Puerto Rico,1,0,0,1,2020,3,0,2098,0.0014299332697807435
66,Colombia,0,4,1,5,2020,9,0,2098,0.004289799809342231
67,Azerbaijan,0,3,4,7,2020,10,0,2098,0.004766444232602479
68,Dominican Republic,0,3,2,5,2020,8,0,2098,0.0038131553860819827
69,Armenia,0,2,2,4,2020,6,0,2098,0.002859866539561487
70,Kyrgyzstan,0,2,1,3,2020,5,0,2098,0.0023832221163012394
71,Mongolia,0,1,3,4,2020,5,0,2098,0.0023832221163012394
72,Argentina,0,1,2,3,2020,4,0,2098,0.0019065776930409914
72,San Marino,0,1,2,3,2020,4,0,2098,0.0019065776930409914
74,Jordan,0,1,1,2,2020,3,0,2098,0.0014299332697807435
74,Malaysia,0,1,1,2,2020,3,0,2098,0.0014299332697807435
74,Nigeria,0,1,1,2,2020,3,0,2098,0.0014299332697807435
77,Bahrain,0,1,0,1,2020,2,0,2098,0.0009532888465204957
77,Lithuania,0,1,0,1,2020,2,0,2098,0.0009532888465204957
77,Namibia,0,1,0,1,2020,2,0,2098,0.0009532888465204957
77,North Macedonia,0,1,0,1,2020,2,0,2098,0.0009532888465204957
77,Saudi Arabia,0,1,0,1,2020,2,0,2098,0.0009532888465204957
77,Turkmenistan,0,1,0,1,2020,2,0,2098,0.0009532888465204957
83,Kazakhstan,0,0,8,8,2020,8,0,2098,0.0038131553860819827
84,Mexico,0,0,4,4,2020,4,0,2098,0.0019065776930409914
85,Finland,0,0,2,2,2020,2,0,2098,0.0009532888465204957
86,Botswana,0,0,1,1,2020,1,0,2098,0.00047664442326024784
86,Burkina Faso,0,0,1,1,2020,1,0,2098,0.00047664442326024784
86,Ghana,0,0,1,1,2020,1,0,2098,0.00047664442326024784
86,Grenada,0,0,1,1,2020,1,0,2098,0.00047664442326024784
86,Ivory Coast,0,0,1,1,2020,1,0,2098,0.00047664442326024784
86,Kuwait,0,0,1,1,2020,1,0,2098,0.00047664442326024784
86,Moldova,0,0,1,1,2020,1,0,2098,0.00047664442326024784
86,Syria,0,0,1,1,2020,1,0,2098,0.00047664442326024784
1,United States,40,44,42,126,2024,250,0,2022,0.12363996043521266
2,China,40,27,24,91,2024,198,0,2022,0.09792284866468842
3,Japan,20,12,13,45,2024,97,0,2022,0.04797230464886251
4,Australia,18,19,16,53,2024,108,0,2022,0.05341246290801187
5,France,16,26,22,64,2024,122,1,2022,0.06033630069238378
6,Netherlands,15,7,12,34,2024,71,0,2022,0.0351137487636004
7,Great Britain,14,22,29,65,2024,115,0,2022,0.056874381800197826
8,South Korea,13,9,10,32,2024,67,0,2022,0.033135509396636995
9,Italy,12,13,15,40,2024,77,0,2022,0.0380811078140455
10,Germany,12,13,8,33,2024,70,0,2022,0.03461918892185954
11,New Zealand,10,7,3,20,2024,47,0,2022,0.02324431256181998
12,Canada,9,7,11,27,2024,52,0,2022,0.025717111770524232
13,Uzbekistan,8,2,3,13,2024,31,0,2022,0.01533135509396637
14,Hungary,6,7,6,19,2024,38,0,2022,0.018793273986152326
15,Spain,5,4,9,18,2024,32,0,2022,0.01582591493570722
16,Sweden,4,4,3,11,2024,23,0,2022,0.011374876360039565
17,Kenya,4,2,5,11,2024,21,0,2022,0.010385756676557863
18,Norway,4,1,3,8,2024,17,0,2022,0.008407517309594461
19,Ireland,4,0,3,7,2024,15,0,2022,0.00741839762611276
20,Brazil,3,7,10,20,2024,33,0,2022,0.016320474777448073
21,Iran,3,6,3,12,2024,24,0,2022,0.011869436201780416
22,Ukraine,3,5,4,12,2024,23,0,2022,0.011374876360039565
23,Romania,3,4,2,9,2024,19,0,2022,0.009396636993076163
24,Georgia,3,3,1,7,2024,16,0,2022,0.00791295746785361
25,Belgium,3,1,6,10,2024,17,0,2022,0.008407517309594461
26,Bulgaria,3,1,3,7,2024,14,0,2022,0.006923837784371909
27,Serbia,3,1,1,5,2024,12,0,2022,0.005934718100890208
28,Czech Republic,3,0,2,5,2024,11,0,2022,0.005440158259149357
29,Denmark,2,2,5,9,2024,15,0,2022,0.00741839762611276
30,Azerbaijan,2,2,3,7,2024,13,0,2022,0.006429277942631058
30,Croatia,2,2,3,7,2024,13,0,2022,0.006429277942631058
32,Cuba,2,1,6,9,2024,14,0,2022,0.006923837784371909
33,Bahrain,2,1,1,4,2024,9,0,2022,0.004451038575667656
34,Slovenia,2,1,0,3,2024,8,0,2022,0.003956478733926805
35,Chinese Taipei,2,0,5,7,2024,11,0,2022,0.005440158259149357
36,Austria,2,0,3,5,2024,9,0,2022,0.004451038575667656
37,Hong Kong,2,0,2,4,2024,8,0,2022,0.003956478733926805
37,Philippines,2,0,2,4,2024,8,0,2022,0.003956478733926805
39,Algeria,2,0,1,3,2024,7,0,2022,0.0034619188921859545
39,Indonesia,2,0,1,3,2024,7,0,2022,0.0034619188921859545
41,Israel,1,5,1,7,2024,14,0,2022,0.006923837784371909
42,Poland,1,4,5,10,2024,16,0,2022,0.00791295746785361
43,Kazakhstan,1,3,3,7,2024,12,0,2022,0.005934718100890208
44,Jamaica,1,3,2,6,2024,11,0,2022,0.005440158259149357
44,South Africa,1,3,2,6,2024,11,0,2022,0.005440158259149357
44,Thailand,1,3,2,6,2024,11,0,2022,0.005440158259149357
47,Ethiopia,1,3,0,4,2024,9,0,2022,0.004451038575667656
48,Switzerland,1,2,5,8,2024,12,0,2022,0.005934718100890208
49,Ecuador,1,2,2,5,2024,9,0,2022,0.004451038575667656
50,Portugal,1,2,1,4,2024,8,0,2022,0.003956478733926805
51,Greece,1,1,6,8,2024,11,0,2022,0.005440158259149357
52,Argentina,1,1,1,3,2024,6,0,2022,0.002967359050445104
52,Egypt,1,1,1,3,2024,6,0,2022,0.002967359050445104
52,Tunisia,1,1,1,3,2024,6,0,2022,0.002967359050445104
55,Botswana,1,1,0,2,2024,5,0,2022,0.002472799208704253
55,Chile,1,1,0,2,2024,5,0,2022,0.002472799208704253
55,Saint Lucia,1,1,0,2,2024,5,0,2022,0.002472799208704253
55,Uganda,1,1,0,2,2024,5,0,2022,0.002472799208704253
59,Dominican Republic,1,0,2,3,2024,5,0,2022,0.002472799208704253
60,Guatemala,1,0,1,2,2024,4,0,2022,0.0019782393669634025
60,Morocco,1,0,1,2,2024,4,0,2022,0.0019782393669634025
62,Dominica,1,0,0,1,2024,3,0,2022,0.001483679525222552
62,Pakistan,1,0,0,1,2024,3,0,2022,0.001483679525222552
64,Turkey,0,3,5,8,2024,11,0,2022,0.005440158259149357
65,Mexico,0,3,2,5,2024,8,0,2022,0.003956478733926805
66,Armenia,0,3,1,4,2024,7,0,2022,0.0034619188921859545
66,Colombia,0,3,1,4,2024,7,0,2022,0.0034619188921859545
68,Kyrgyzstan,0,2,4,6,2024,8,0,2022,0.003956478733926805
68,North Korea,0,2,4,6,2024,8,0,2022,0.003956478733926805
70,Lithuania,0,2,2,4,2024,6,0,2022,0.002967359050445104
71,India,0,1,5,6,2024,7,0,2022,0.0034619188921859545
72,Moldova,0,1,3,4,2024,5,0,2022,0.002472799208704253
73,Kosovo,0,1,1,2,2024,3,0,2022,0.001483679525222552
74,Cyprus,0,1,0,1,2024,2,0,2022,0.0009891196834817012
74,Fiji,0,1,0,1,2024,2,0,2022,0.0009891196834817012
74,Jordan,0,1,0,1,2024,2,0,2022,0.0009891196834817012
74,Mongolia,0,1,0,1,2024,2,0,2022,0.0009891196834817012
74,Panama,0,1,0,1,2024,2,0,2022,0.0009891196834817012
79,Tajikistan,0,0,3,3,2024,3,0,2022,0.001483679525222552
80,Albania,0,0,2,2,2024,2,0,2022,0.0009891196834817012
80,Grenada,0,0,2,2,2024,2,0,2022,0.0009891196834817012
80,Malaysia,0,0,2,2,2024,2,0,2022,0.0009891196834817012
80,Puerto Rico,0,0,2,2,2024,2,0,2022,0.0009891196834817012
84,Cabo Verde,0,0,1,1,2024,1,0,2022,0.0004945598417408506
84,Ivory Coast,0,0,1,1,2024,1,0,2022,0.0004945598417408506
84,Peru,0,0,1,1,2024,1,0,2022,0.0004945598417408506
84,Qatar,0,0,1,1,2024,1,0,2022,0.0004945598417408506
84,Refugee Olympic Team,0,0,1,1,2024,1,0,2022,0.0004945598417408506
84,Singapore,0,0,1,1,2024,1,0,2022,0.0004945598417408506
84,Slovakia,0,0,1,1,2024,1,0,2022,0.0004945598417408506
84,Zambia,0,0,1,1,2024,1,0,2022,0.0004945598417408506
