Year,Total_Score,Rolling_Mean,Rolling_Std,Threshold,Performance_Spike,NOC,Sport
1912,0,0.0,0.0,0.0,False,RUS,Fencing
1996,35,11.666666666666666,20.207259421636902,41.977555799122015,True,RUS,Fencing
2000,25,15.0,17.795130420052185,41.692695630078276,True,RUS,Fencing
2004,21,16.2,15.642889758609181,39.66433463791377,False,RUS,Fencing
2008,12,18.6,13.277801022759755,38.516701534139635,False,RUS,Fencing
2012,11,20.8,9.909591313469996,35.664386970204994,False,RUS,Fencing
2016,34,20.6,9.555103348473004,34.93265502270951,True,RUS,Fencing
1912,0,,0.0,,False,RUS,Gymnastics
1996,46,23.0,32.526911934581186,71.79036790187178,True,RUS,Gymnastics
2000,45,30.333333333333332,26.27419519858474,69.74462613121044,True,RUS,Gymnastics
2004,9,25.0,23.958297101421877,60.937445652132816,False,RUS,Gymnastics
2008,2,20.4,23.15815191244759,55.13722786867138,False,RUS,Gymnastics
2012,21,24.6,20.255863348670182,54.98379502300527,False,RUS,Gymnastics
2016,30,21.4,17.03819239238717,46.95728858858075,True,RUS,Gymnastics
1996,0,,0.0,,False,RUS,Handball
2000,45,22.5,31.81980515339464,70.22970773009196,True,RUS,Handball
2004,14,19.666666666666668,23.028967265887832,54.21011756549842,False,RUS,Handball
2008,28,21.75,19.259196937221102,50.63879540583165,True,RUS,Handball
2012,0,17.4,19.308029417835474,46.36204412675321,False,RUS,Handball
2016,45,26.4,19.65451602049768,55.88177403074652,True,RUS,Handball
1996,0,,0.0,,False,RUS,Judo
2000,4,2.0,2.8284271247461903,6.242640687119286,False,RUS,Judo
2004,7,3.6666666666666665,3.511884584284246,8.934493543093035,False,RUS,Judo
2008,0,2.75,3.4034296427770228,7.855144464165534,False,RUS,Judo
2012,12,4.6,5.079370039680118,12.219055059520176,True,RUS,Judo
2016,7,6.0,4.415880433163924,12.623820649745886,False,RUS,Judo
1912,0,,0.0,,False,RUS,Modern Pentathlon
1996,2,1.0,1.4142135623730951,3.121320343559643,False,RUS,Modern Pentathlon
2000,3,1.6666666666666667,1.5275252316519468,3.9579545141445873,False,RUS,Modern Pentathlon
2004,3,2.0,1.4142135623730951,4.121320343559643,False,RUS,Modern Pentathlon
2008,3,2.2,1.3038404810405297,4.155760721560795,False,RUS,Modern Pentathlon
2012,0,2.2,1.3038404810405297,4.155760721560795,False,RUS,Modern Pentathlon
2016,3,2.4,1.3416407864998738,4.41246117974981,False,RUS,Modern Pentathlon
1996,8,,0.0,,False,RUS,Rhythmic Gymnastics
2000,22,15.0,9.899494936611665,29.849242404917497,True,RUS,Rhythmic Gymnastics
2004,23,17.666666666666668,8.386497083606082,30.246412292075792,True,RUS,Rhythmic Gymnastics
2008,21,18.5,7.047458170621991,29.071187255932987,False,RUS,Rhythmic Gymnastics
2012,23,19.4,6.4265076052238514,29.039761407835776,False,RUS,Rhythmic Gymnastics
2016,20,21.8,1.3038404810405326,23.7557607215608,False,RUS,Rhythmic Gymnastics
1912,1,,0.0,,False,RUS,Rowing
1996,9,5.0,5.656854249492381,13.485281374238571,False,RUS,Rowing
2000,4,4.666666666666667,4.041451884327381,10.728844493157737,False,RUS,Rowing
2004,12,6.5,4.932882862316247,13.89932429347437,True,RUS,Rowing
2008,0,5.2,5.167204273105526,12.950806409658288,False,RUS,Rowing
2012,0,5.0,5.385164807134505,13.077747210701757,False,RUS,Rowing
2016,0,3.2,5.215361924162119,11.023042886243179,False,RUS,Rowing
1912,7,,0.0,,False,RUS,Sailing
1996,6,6.5,0.7071067811865476,7.560660171779821,False,RUS,Sailing
2000,0,4.333333333333333,3.785938897200183,10.012241679133608,False,RUS,Sailing
2004,0,3.25,3.774917217635375,8.912375826453061,False,RUS,Sailing
2008,0,2.6,3.577708763999664,7.966563145999496,False,RUS,Sailing
2012,0,1.2,2.6832815729997486,5.224922359499623,False,RUS,Sailing
2016,1,0.2,0.4472135954999655,0.8708203932499483,True,RUS,Sailing
1912,9,,0.0,,False,RUS,Shooting
1996,14,11.5,3.5355339059327378,16.803300858899107,False,RUS,Shooting
2000,11,11.333333333333334,2.5166114784235836,15.108250550968709,False,RUS,Shooting
2004,20,13.5,4.795831523312719,20.693747284969078,True,RUS,Shooting
2008,6,12.0,5.338539126015656,20.007808689023484,False,RUS,Shooting
2012,1,10.4,7.3006848993775915,21.351027349066385,False,RUS,Shooting
2016,6,8.8,7.19027120489902,19.58540680734853,False,RUS,Shooting
1912,0,,0.0,,False,RUS,Swimming
1996,40,20.0,28.284271247461902,62.42640687119285,True,RUS,Swimming
2000,3,14.333333333333334,22.27853974867593,47.75114295634723,False,RUS,Swimming
2004,2,11.25,19.207203509794617,40.06080526469192,False,RUS,Swimming
2008,15,12.0,16.718253497300488,37.077380245950735,False,RUS,Swimming
2012,11,14.2,15.417522498767433,37.32628374815115,False,RUS,Swimming
2016,6,7.4,5.504543577809152,15.656815366713728,False,RUS,Swimming
1996,0,,0.0,,False,RUS,Synchronized Swimming
2000,30,15.0,21.213203435596427,46.81980515339464,True,RUS,Synchronized Swimming
2004,33,21.0,18.24828759089466,48.37243138634199,True,RUS,Synchronized Swimming
2008,33,24.0,16.06237840420901,48.09356760631351,True,RUS,Synchronized Swimming
2012,33,25.8,14.481022063376603,47.52153309506491,True,RUS,Synchronized Swimming
2016,33,32.4,1.3416407864998634,34.41246117974979,False,RUS,Synchronized Swimming
1996,0,,0.0,,False,RUS,Table Tennis
2000,0,0.0,0.0,0.0,False,RUS,Table Tennis
2004,0,0.0,0.0,0.0,False,RUS,Table Tennis
2008,0,0.0,0.0,0.0,False,RUS,Table Tennis
2012,0,0.0,0.0,0.0,False,RUS,Table Tennis
2016,0,0.0,0.0,0.0,False,RUS,Table Tennis
2000,2,,0.0,,False,RUS,Taekwondo
2004,0,1.0,1.4142135623730951,3.121320343559643,False,RUS,Taekwondo
2012,2,1.3333333333333333,1.1547005383792517,3.0653841409022107,False,RUS,Taekwondo
2016,2,1.5,1.0,3.0,False,RUS,Taekwondo
1912,0,,0.0,,False,RUS,Tennis
1996,0,0.0,0.0,0.0,False,RUS,Tennis
2000,5,1.6666666666666667,2.8867513459481287,5.99679368558886,False,RUS,Tennis
2004,0,1.25,2.5,5.0,False,RUS,Tennis
2008,6,2.2,3.03315017762062,6.74972526643093,False,RUS,Tennis
2012,4,3.0,2.82842712474619,7.242640687119285,False,RUS,Tennis
2016,6,4.2,2.4899799195977463,7.93496987939662,False,RUS,Tennis
2000,6,,0.0,,False,RUS,Trampolining
2004,2,4.0,2.8284271247461903,8.242640687119286,False,RUS,Trampolining
2008,0,2.6666666666666665,3.0550504633038935,7.249242361622507,False,RUS,Trampolining
2012,2,2.5,2.516611478423583,6.274917217635375,False,RUS,Trampolining
2016,0,2.0,2.449489742783178,5.674234614174766,False,RUS,Trampolining
2000,0,,0.0,,False,RUS,Triathlon
2004,0,0.0,0.0,0.0,False,RUS,Triathlon
2008,0,0.0,0.0,0.0,False,RUS,Triathlon
2012,0,0.0,0.0,0.0,False,RUS,Triathlon
2016,0,0.0,0.0,0.0,False,RUS,Triathlon
1996,0,,0.0,,False,RUS,Volleyball
2000,48,24.0,33.94112549695428,74.91168824543142,True,RUS,Volleyball
2004,32,26.666666666666668,24.440403706431148,63.3272722263134,True,RUS,Volleyball
2008,12,23.0,21.2602916254693,54.890437438203946,False,RUS,Volleyball
2012,36,25.6,19.308029417835474,54.562044126753214,True,RUS,Volleyball
2016,0,25.6,19.308029417835474,54.562044126753214,False,RUS,Volleyball
1996,0,,0.0,,False,RUS,Water Polo
2000,37,18.5,26.16295090390226,57.74442635585339,True,RUS,Water Polo
2004,13,16.666666666666668,18.77054430040145,44.822483117268845,False,RUS,Water Polo
2008,0,12.5,17.4451521441727,38.66772821625905,False,RUS,Water Polo
2012,0,10.0,16.109003693587013,34.16350554038052,False,RUS,Water Polo
2016,13,12.6,15.109599597606815,35.26439939641022,False,RUS,Water Polo
1996,8,,0.0,,False,RUS,Weightlifting
2000,4,6.0,2.8284271247461903,10.242640687119286,False,RUS,Weightlifting
2004,11,7.666666666666667,3.511884584284246,12.934493543093037,False,RUS,Weightlifting
2008,11,8.5,3.3166247903554,13.4749371855331,False,RUS,Weightlifting
2012,11,9.0,3.082207001484488,13.623310502226733,False,RUS,Weightlifting
1908,4,,0.0,,False,RUS,Wrestling
1912,2,3.0,1.4142135623730951,5.121320343559643,False,RUS,Wrestling
1996,16,7.333333333333333,7.571877794400366,18.691150024933883,True,RUS,Wrestling
2000,23,11.25,9.97914491994847,26.218717379922705,True,RUS,Wrestling
2004,22,13.4,9.889388252060893,28.23408237809134,True,RUS,Wrestling
2008,26,17.8,9.549869109050658,32.12480366357599,True,RUS,Wrestling
2012,21,21.6,3.646916505762094,27.07037475864314,False,RUS,Wrestling
2016,20,22.4,2.302172886644267,25.8532593299664,False,RUS,Wrestling
1984,0,,0.0,,False,RWA,Athletics
1988,0,0.0,0.0,0.0,False,RWA,Athletics
1992,0,0.0,0.0,0.0,False,RWA,Athletics
1996,0,0.0,0.0,0.0,False,RWA,Athletics
2000,0,0.0,0.0,0.0,False,RWA,Athletics
2004,0,0.0,0.0,0.0,False,RWA,Athletics
2008,0,0.0,0.0,0.0,False,RWA,Athletics
2012,0,0.0,0.0,0.0,False,RWA,Athletics
2016,0,0.0,0.0,0.0,False,RWA,Athletics
2020,0,0.0,0.0,0.0,False,RWA,Athletics
2024,0,0.0,0.0,0.0,False,RWA,Athletics
1992,0,,0.0,,False,RWA,Cycling
2012,0,0.0,0.0,0.0,False,RWA,Cycling
2016,0,0.0,0.0,0.0,False,RWA,Cycling
2020,0,,0.0,,False,RWA,Cycling Road
2024,0,0.0,0.0,0.0,False,RWA,Cycling Road
2000,0,,0.0,,False,RWA,Swimming
2004,0,0.0,0.0,0.0,False,RWA,Swimming
2008,0,0.0,0.0,0.0,False,RWA,Swimming
2012,0,0.0,0.0,0.0,False,RWA,Swimming
2016,0,0.0,0.0,0.0,False,RWA,Swimming
2020,0,0.0,0.0,0.0,False,RWA,Swimming
2024,0,0.0,0.0,0.0,False,RWA,Swimming
2008,0,,0.0,,False,SAM,Archery
2012,0,0.0,0.0,0.0,False,SAM,Archery
1984,0,,0.0,,False,SAM,Athletics
1988,0,0.0,0.0,0.0,False,SAM,Athletics
1996,0,0.0,0.0,0.0,False,SAM,Athletics
2004,0,0.0,0.0,0.0,False,SAM,Athletics
2008,0,0.0,0.0,0.0,False,SAM,Athletics
2012,0,0.0,0.0,0.0,False,SAM,Athletics
2016,0,0.0,0.0,0.0,False,SAM,Athletics
2020,0,0.0,0.0,0.0,False,SAM,Athletics
2024,0,0.0,0.0,0.0,False,SAM,Athletics
1984,0,,0.0,,False,SAM,Boxing
1988,0,0.0,0.0,0.0,False,SAM,Boxing
1992,0,0.0,0.0,0.0,False,SAM,Boxing
1996,0,0.0,0.0,0.0,False,SAM,Boxing
2000,0,0.0,0.0,0.0,False,SAM,Boxing
2008,0,0.0,0.0,0.0,False,SAM,Boxing
2020,0,0.0,0.0,0.0,False,SAM,Boxing
2024,0,0.0,0.0,0.0,False,SAM,Boxing
2020,0,,0.0,,False,SAM,Canoe Sprint
2024,0,0.0,0.0,0.0,False,SAM,Canoe Sprint
2008,0,,0.0,,False,SAM,Canoeing
2012,0,0.0,0.0,0.0,False,SAM,Canoeing
2016,0,0.0,0.0,0.0,False,SAM,Canoeing
2000,0,,0.0,,False,SAM,Judo
2012,0,0.0,0.0,0.0,False,SAM,Judo
2016,0,0.0,0.0,0.0,False,SAM,Judo
2020,0,0.0,0.0,0.0,False,SAM,Judo
2024,0,0.0,0.0,0.0,False,SAM,Judo
2020,0,,0.0,,False,SAM,Sailing
2024,0,0.0,0.0,0.0,False,SAM,Sailing
2016,0,,0.0,,False,SAM,Swimming
2024,0,0.0,0.0,0.0,False,SAM,Swimming
1984,0,,0.0,,False,SAM,Weightlifting
1988,0,0.0,0.0,0.0,False,SAM,Weightlifting
1992,0,0.0,0.0,0.0,False,SAM,Weightlifting
1996,0,0.0,0.0,0.0,False,SAM,Weightlifting
2000,0,0.0,0.0,0.0,False,SAM,Weightlifting
2004,0,0.0,0.0,0.0,False,SAM,Weightlifting
2008,0,0.0,0.0,0.0,False,SAM,Weightlifting
2012,0,0.0,0.0,0.0,False,SAM,Weightlifting
2016,0,0.0,0.0,0.0,False,SAM,Weightlifting
2024,0,0.0,0.0,0.0,False,SAM,Weightlifting
1988,0,,0.0,,False,SAM,Wrestling
2000,0,0.0,0.0,0.0,False,SAM,Wrestling
2024,0,0.0,0.0,0.0,False,SAM,Wrestling
1996,0,,0.0,,False,SCG,Athletics
2000,0,0.0,0.0,0.0,False,SCG,Athletics
2004,0,0.0,0.0,0.0,False,SCG,Athletics
1996,24,,0.0,,False,SCG,Basketball
2000,0,12.0,16.97056274847714,37.45584412271571,False,SCG,Basketball
2004,0,8.0,13.856406460551018,28.784609690826528,False,SCG,Basketball
1996,0,,0.0,,False,SCG,Canoeing
2000,0,0.0,0.0,0.0,False,SCG,Canoeing
2004,0,0.0,0.0,0.0,False,SCG,Canoeing
1996,0,,0.0,,False,SCG,Fencing
2000,0,0.0,0.0,0.0,False,SCG,Fencing
1996,0,,0.0,,False,SCG,Judo
2000,0,0.0,0.0,0.0,False,SCG,Judo
2004,0,0.0,0.0,0.0,False,SCG,Judo
2000,0,,0.0,,False,SCG,Rowing
2004,0,0.0,0.0,0.0,False,SCG,Rowing
1996,4,,0.0,,False,SCG,Shooting
2000,2,3.0,1.4142135623730951,5.121320343559643,False,SCG,Shooting
2004,2,2.6666666666666665,1.1547005383792515,4.398717474235544,False,SCG,Shooting
1996,0,,0.0,,False,SCG,Swimming
2000,0,0.0,0.0,0.0,False,SCG,Swimming
2004,0,0.0,0.0,0.0,False,SCG,Swimming
1996,0,,0.0,,False,SCG,Table Tennis
2000,0,0.0,0.0,0.0,False,SCG,Table Tennis
2004,0,0.0,0.0,0.0,False,SCG,Table Tennis
2000,0,,0.0,,False,SCG,Tennis
2004,0,0.0,0.0,0.0,False,SCG,Tennis
1996,12,,0.0,,False,SCG,Volleyball
2000,33,22.5,14.849242404917497,44.77386360737624,True,SCG,Volleyball
2004,0,15.0,16.703293088490067,40.0549396327351,False,SCG,Volleyball
1996,0,,0.0,,False,SCG,Water Polo
2000,13,6.5,9.192388155425117,20.288582233137674,True,SCG,Water Polo
2004,24,12.333333333333334,12.013880860626733,30.354154624273434,True,SCG,Water Polo
1996,0,,0.0,,False,SCG,Wrestling
2004,0,0.0,0.0,0.0,False,SCG,Wrestling
1964,0,,0.0,,False,SEN,Athletics
1968,0,0.0,0.0,0.0,False,SEN,Athletics
1972,0,0.0,0.0,0.0,False,SEN,Athletics
1976,0,0.0,0.0,0.0,False,SEN,Athletics
1980,0,0.0,0.0,0.0,False,SEN,Athletics
1984,0,0.0,0.0,0.0,False,SEN,Athletics
1988,2,0.4,0.8944271909999159,1.741640786499874,True,SEN,Athletics
1992,0,0.4,0.8944271909999159,1.741640786499874,False,SEN,Athletics
1996,0,0.4,0.8944271909999159,1.741640786499874,False,SEN,Athletics
2000,0,0.4,0.8944271909999159,1.741640786499874,False,SEN,Athletics
2004,0,0.4,0.8944271909999159,1.741640786499874,False,SEN,Athletics
2008,0,0.0,0.0,0.0,False,SEN,Athletics
2012,0,0.0,0.0,0.0,False,SEN,Athletics
2016,0,0.0,0.0,0.0,False,SEN,Athletics
2020,0,0.0,0.0,0.0,False,SEN,Athletics
2024,0,0.0,0.0,0.0,False,SEN,Athletics
1968,0,,0.0,,False,SEN,Basketball
1972,0,0.0,0.0,0.0,False,SEN,Basketball
1980,0,0.0,0.0,0.0,False,SEN,Basketball
2000,0,0.0,0.0,0.0,False,SEN,Basketball
2016,0,0.0,0.0,0.0,False,SEN,Basketball
1972,0,,0.0,,False,SEN,Boxing
1976,0,0.0,0.0,0.0,False,SEN,Boxing
2000,0,0.0,0.0,0.0,False,SEN,Boxing
2020,0,,0.0,,False,SEN,Canoe Slalom
2024,0,0.0,0.0,0.0,False,SEN,Canoe Slalom
2008,0,,0.0,,False,SEN,Canoeing
2012,0,0.0,0.0,0.0,False,SEN,Canoeing
2016,0,0.0,0.0,0.0,False,SEN,Canoeing
2004,0,,0.0,,False,SEN,Fencing
2008,0,0.0,0.0,0.0,False,SEN,Fencing
2012,0,0.0,0.0,0.0,False,SEN,Fencing
2016,0,0.0,0.0,0.0,False,SEN,Fencing
2020,0,0.0,0.0,0.0,False,SEN,Fencing
2024,0,0.0,0.0,0.0,False,SEN,Fencing
1972,0,,0.0,,False,SEN,Judo
1976,0,0.0,0.0,0.0,False,SEN,Judo
1980,0,0.0,0.0,0.0,False,SEN,Judo
1984,0,0.0,0.0,0.0,False,SEN,Judo
1988,0,0.0,0.0,0.0,False,SEN,Judo
1992,0,0.0,0.0,0.0,False,SEN,Judo
1996,0,0.0,0.0,0.0,False,SEN,Judo
2000,0,0.0,0.0,0.0,False,SEN,Judo
2004,0,0.0,0.0,0.0,False,SEN,Judo
2008,0,0.0,0.0,0.0,False,SEN,Judo
2012,0,0.0,0.0,0.0,False,SEN,Judo
2016,0,0.0,0.0,0.0,False,SEN,Judo
2020,0,0.0,0.0,0.0,False,SEN,Judo
2024,0,0.0,0.0,0.0,False,SEN,Judo
1984,0,,0.0,,False,SEN,Shooting
2020,0,0.0,0.0,0.0,False,SEN,Shooting
1988,0,,0.0,,False,SEN,Swimming
1992,0,0.0,0.0,0.0,False,SEN,Swimming
2000,0,0.0,0.0,0.0,False,SEN,Swimming
2004,0,0.0,0.0,0.0,False,SEN,Swimming
2008,0,0.0,0.0,0.0,False,SEN,Swimming
2012,0,0.0,0.0,0.0,False,SEN,Swimming
2016,0,0.0,0.0,0.0,False,SEN,Swimming
2020,0,0.0,0.0,0.0,False,SEN,Swimming
2024,0,0.0,0.0,0.0,False,SEN,Swimming
2004,0,,0.0,,False,SEN,Table Tennis
2020,0,0.0,0.0,0.0,False,SEN,Table Tennis
2024,0,0.0,0.0,0.0,False,SEN,Table Tennis
2008,0,,0.0,,False,SEN,Taekwondo
2012,0,0.0,0.0,0.0,False,SEN,Taekwondo
2016,0,0.0,0.0,0.0,False,SEN,Taekwondo
2024,0,0.0,0.0,0.0,False,SEN,Taekwondo
1972,0,,0.0,,False,SEN,Wrestling
1976,0,0.0,0.0,0.0,False,SEN,Wrestling
1980,0,0.0,0.0,0.0,False,SEN,Wrestling
1984,0,0.0,0.0,0.0,False,SEN,Wrestling
1988,0,0.0,0.0,0.0,False,SEN,Wrestling
1992,0,0.0,0.0,0.0,False,SEN,Wrestling
1996,0,0.0,0.0,0.0,False,SEN,Wrestling
2000,0,0.0,0.0,0.0,False,SEN,Wrestling
2004,0,0.0,0.0,0.0,False,SEN,Wrestling
2008,0,0.0,0.0,0.0,False,SEN,Wrestling
2012,0,0.0,0.0,0.0,False,SEN,Wrestling
2016,0,0.0,0.0,0.0,False,SEN,Wrestling
2020,0,0.0,0.0,0.0,False,SEN,Wrestling
1980,0,,0.0,,False,SEY,Athletics
1984,0,0.0,0.0,0.0,False,SEY,Athletics
1992,0,0.0,0.0,0.0,False,SEY,Athletics
1996,0,0.0,0.0,0.0,False,SEY,Athletics
2000,0,0.0,0.0,0.0,False,SEY,Athletics
2004,0,0.0,0.0,0.0,False,SEY,Athletics
2008,0,0.0,0.0,0.0,False,SEY,Athletics
2012,0,0.0,0.0,0.0,False,SEY,Athletics
2016,0,0.0,0.0,0.0,False,SEY,Athletics
2020,0,0.0,0.0,0.0,False,SEY,Athletics
2024,0,0.0,0.0,0.0,False,SEY,Athletics
1980,0,,0.0,,False,SEY,Boxing
1984,0,0.0,0.0,0.0,False,SEY,Boxing
1992,0,0.0,0.0,0.0,False,SEY,Boxing
1996,0,0.0,0.0,0.0,False,SEY,Boxing
2004,0,0.0,0.0,0.0,False,SEY,Boxing
2012,0,0.0,0.0,0.0,False,SEY,Boxing
2016,0,0.0,0.0,0.0,False,SEY,Boxing
2004,0,,0.0,,False,SEY,Canoeing
2008,0,0.0,0.0,0.0,False,SEY,Canoeing
2000,0,,0.0,,False,SEY,Judo
2004,0,0.0,0.0,0.0,False,SEY,Judo
2012,0,0.0,0.0,0.0,False,SEY,Judo
2016,0,0.0,0.0,0.0,False,SEY,Judo
2020,0,0.0,0.0,0.0,False,SEY,Judo
1992,0,,0.0,,False,SEY,Sailing
1996,0,0.0,0.0,0.0,False,SEY,Sailing
2000,0,0.0,0.0,0.0,False,SEY,Sailing
2004,0,0.0,0.0,0.0,False,SEY,Sailing
2008,0,0.0,0.0,0.0,False,SEY,Sailing
2016,0,0.0,0.0,0.0,False,SEY,Sailing
2020,0,0.0,0.0,0.0,False,SEY,Sailing
1992,0,,0.0,,False,SEY,Swimming
1996,0,0.0,0.0,0.0,False,SEY,Swimming
2000,0,0.0,0.0,0.0,False,SEY,Swimming
2004,0,0.0,0.0,0.0,False,SEY,Swimming
2008,0,0.0,0.0,0.0,False,SEY,Swimming
2012,0,0.0,0.0,0.0,False,SEY,Swimming
2016,0,0.0,0.0,0.0,False,SEY,Swimming
2020,0,0.0,0.0,0.0,False,SEY,Swimming
2024,0,0.0,0.0,0.0,False,SEY,Swimming
1996,0,,0.0,,False,SEY,Weightlifting
2000,0,0.0,0.0,0.0,False,SEY,Weightlifting
2004,0,0.0,0.0,0.0,False,SEY,Weightlifting
2008,0,0.0,0.0,0.0,False,SEY,Weightlifting
2016,0,0.0,0.0,0.0,False,SEY,Weightlifting
1948,0,,0.0,,False,SGP,Athletics
1952,0,0.0,0.0,0.0,False,SGP,Athletics
1956,0,0.0,0.0,0.0,False,SGP,Athletics
1968,0,0.0,0.0,0.0,False,SGP,Athletics
1972,0,0.0,0.0,0.0,False,SGP,Athletics
1976,0,0.0,0.0,0.0,False,SGP,Athletics
1996,0,0.0,0.0,0.0,False,SGP,Athletics
2004,0,0.0,0.0,0.0,False,SGP,Athletics
2008,0,0.0,0.0,0.0,False,SGP,Athletics
2012,0,0.0,0.0,0.0,False,SGP,Athletics
2016,0,0.0,0.0,0.0,False,SGP,Athletics
2020,0,0.0,0.0,0.0,False,SGP,Athletics
2024,0,0.0,0.0,0.0,False,SGP,Athletics
1992,0,,0.0,,False,SGP,Badminton
1996,0,0.0,0.0,0.0,False,SGP,Badminton
2004,0,0.0,0.0,0.0,False,SGP,Badminton
2008,0,0.0,0.0,0.0,False,SGP,Badminton
2012,0,0.0,0.0,0.0,False,SGP,Badminton
2016,0,0.0,0.0,0.0,False,SGP,Badminton
2020,0,0.0,0.0,0.0,False,SGP,Badminton
2024,0,0.0,0.0,0.0,False,SGP,Badminton
2020,0,,0.0,,False,SGP,Equestrian
2024,0,0.0,0.0,0.0,False,SGP,Equestrian
1992,0,,0.0,,False,SGP,Fencing
2020,0,0.0,0.0,0.0,False,SGP,Fencing
2024,0,0.0,0.0,0.0,False,SGP,Fencing
1976,0,,0.0,,False,SGP,Judo
1992,0,0.0,0.0,0.0,False,SGP,Judo
2016,0,,0.0,,False,SGP,Rowing
2020,0,0.0,0.0,0.0,False,SGP,Rowing
2024,0,0.0,0.0,0.0,False,SGP,Rowing
1956,0,,0.0,,False,SGP,Sailing
1960,0,0.0,0.0,0.0,False,SGP,Sailing
1984,0,0.0,0.0,0.0,False,SGP,Sailing
1988,0,0.0,0.0,0.0,False,SGP,Sailing
1992,0,0.0,0.0,0.0,False,SGP,Sailing
1996,0,0.0,0.0,0.0,False,SGP,Sailing
2000,0,0.0,0.0,0.0,False,SGP,Sailing
2004,0,0.0,0.0,0.0,False,SGP,Sailing
2008,0,0.0,0.0,0.0,False,SGP,Sailing
2012,0,0.0,0.0,0.0,False,SGP,Sailing
2016,0,0.0,0.0,0.0,False,SGP,Sailing
2020,0,0.0,0.0,0.0,False,SGP,Sailing
2024,1,0.2,0.4472135954999579,0.870820393249937,True,SGP,Sailing
1960,0,,0.0,,False,SGP,Shooting
1968,0,0.0,0.0,0.0,False,SGP,Shooting
1976,0,0.0,0.0,0.0,False,SGP,Shooting
1988,0,0.0,0.0,0.0,False,SGP,Shooting
1992,0,0.0,0.0,0.0,False,SGP,Shooting
1996,0,0.0,0.0,0.0,False,SGP,Shooting
2000,0,0.0,0.0,0.0,False,SGP,Shooting
2004,0,0.0,0.0,0.0,False,SGP,Shooting
2008,0,0.0,0.0,0.0,False,SGP,Shooting
2012,0,0.0,0.0,0.0,False,SGP,Shooting
2016,0,0.0,0.0,0.0,False,SGP,Shooting
2020,0,0.0,0.0,0.0,False,SGP,Shooting
2024,0,0.0,0.0,0.0,False,SGP,Shooting
1952,0,,0.0,,False,SGP,Swimming
1972,0,0.0,0.0,0.0,False,SGP,Swimming
1984,0,0.0,0.0,0.0,False,SGP,Swimming
1988,0,0.0,0.0,0.0,False,SGP,Swimming
1992,0,0.0,0.0,0.0,False,SGP,Swimming
1996,0,0.0,0.0,0.0,False,SGP,Swimming
2000,0,0.0,0.0,0.0,False,SGP,Swimming
2004,0,0.0,0.0,0.0,False,SGP,Swimming
2008,0,0.0,0.0,0.0,False,SGP,Swimming
2012,0,0.0,0.0,0.0,False,SGP,Swimming
2016,3,0.6,1.3416407864998738,2.6124611797498107,True,SGP,Swimming
2020,0,0.6,1.3416407864998738,2.6124611797498107,False,SGP,Swimming
2024,0,0.6,1.3416407864998738,2.6124611797498107,False,SGP,Swimming
1996,0,,0.0,,False,SGP,Table Tennis
2000,0,0.0,0.0,0.0,False,SGP,Table Tennis
2004,0,0.0,0.0,0.0,False,SGP,Table Tennis
2008,6,1.5,3.0,6.0,False,SGP,Table Tennis
2012,4,2.0,2.8284271247461903,6.242640687119286,False,SGP,Table Tennis
2016,0,2.0,2.8284271247461903,6.242640687119286,False,SGP,Table Tennis
2020,0,2.0,2.8284271247461903,6.242640687119286,False,SGP,Table Tennis
2024,0,2.0,2.8284271247461903,6.242640687119286,False,SGP,Table Tennis
1952,0,,0.0,,False,SGP,Weightlifting
1956,0,0.0,0.0,0.0,False,SGP,Weightlifting
1960,2,0.6666666666666666,1.1547005383792517,2.398717474235544,False,SGP,Weightlifting
1968,0,0.5,1.0,2.0,False,SGP,Weightlifting
1976,0,0.4,0.894427190999916,1.741640786499874,False,SGP,Weightlifting
2012,0,0.4,0.894427190999916,1.741640786499874,False,SGP,Weightlifting
1996,0,,0.0,,False,SKN,Athletics
2000,0,0.0,0.0,0.0,False,SKN,Athletics
2004,0,0.0,0.0,0.0,False,SKN,Athletics
2008,0,0.0,0.0,0.0,False,SKN,Athletics
2012,0,0.0,0.0,0.0,False,SKN,Athletics
2016,0,0.0,0.0,0.0,False,SKN,Athletics
2020,0,0.0,0.0,0.0,False,SKN,Athletics
2024,0,0.0,0.0,0.0,False,SKN,Athletics
1968,0,,0.0,,False,SLE,Athletics
1980,0,0.0,0.0,0.0,False,SLE,Athletics
1984,0,0.0,0.0,0.0,False,SLE,Athletics
1988,0,0.0,0.0,0.0,False,SLE,Athletics
1992,0,0.0,0.0,0.0,False,SLE,Athletics
1996,0,0.0,0.0,0.0,False,SLE,Athletics
2000,0,0.0,0.0,0.0,False,SLE,Athletics
2004,0,0.0,0.0,0.0,False,SLE,Athletics
2008,0,0.0,0.0,0.0,False,SLE,Athletics
2012,0,0.0,0.0,0.0,False,SLE,Athletics
2016,0,0.0,0.0,0.0,False,SLE,Athletics
2020,0,0.0,0.0,0.0,False,SLE,Athletics
2024,0,0.0,0.0,0.0,False,SLE,Athletics
1968,0,,0.0,,False,SLE,Boxing
1980,0,0.0,0.0,0.0,False,SLE,Boxing
1984,0,0.0,0.0,0.0,False,SLE,Boxing
1988,0,0.0,0.0,0.0,False,SLE,Boxing
1996,0,0.0,0.0,0.0,False,SLE,Boxing
2008,0,0.0,0.0,0.0,False,SLE,Boxing
2020,0,,0.0,,False,SLE,Judo
