,Year,Total_Score,Rolling_Mean,Rolling_Std,Threshold,Performance_Spike,NOC,Sport,Host,Name,EventCount,PersonCount
23780,2000,64,100.8,25.78177650977528,139.4726647646629,FALSE,USA,Athletics,0,116,46,116
23781,2004,89,91.6,17.35799527595281,117.6369929139292,FALSE,USA,Athletics,0,116,46,116
23782,2008,74,87.2,18.700267377767624,115.25040106665143,FALSE,USA,Athletics,0,121,47,121
23783,2012,96,84.2,14.70374102057024,106.25561153085536,TRUE,USA,Athletics,0,123,47,123
23784,2016,110,86.6,18.105247858010674,113.757871787016,TRUE,USA,Athletics,0,128,46,128
23785,2020,111,96,15.443445211480505,119.16516781722076,TRUE,USA,Athletics,0,131,48,131
23786,2024,140,106.2,24.08734107368433,142.3310116105265,TRUE,USA,Athletics,0,126,45,126
23787,1992,0,,0,,FALSE,USA,Badminton,0,6,4,6
23788,1996,0,0,0,0,FALSE,USA,Badminton,1,3,3,3
23789,2000,0,0,0,0,FALSE,USA,Badminton,0,1,1,1
23790,2004,0,0,0,0,FALSE,USA,Badminton,0,2,1,2
23791,2008,0,0,0,0,FALSE,USA,Badminton,0,5,4,5
23792,2012,0,0,0,0,FALSE,USA,Badminton,0,3,2,3
23793,2016,0,0,0,0,FALSE,USA,Badminton,0,7,5,7
23794,2020,0,0,0,0,FALSE,USA,Badminton,0,4,3,4
23795,2024,0,0,0,0,FALSE,USA,Badminton,0,7,5,7
23796,1992,0,,0,,FALSE,USA,Baseball,0,20,1,20
23797,1996,20,10,14.142135623730953,31.213203435596427,TRUE,USA,Baseball,1,20,1,20
23798,2000,72,30.666666666666668,37.16629297271027,86.41610612573209,TRUE,USA,Baseball,0,24,1,24
23799,2008,24,29,30.52867504494749,74.79301256742124,FALSE,USA,Baseball,0,24,1,24
23800,1936,42,,0,,FALSE,USA,Basketball,0,14,1,14
23801,1948,42,42,0,42,FALSE,USA,Basketball,0,14,1,14
23802,1952,42,42,0,42,FALSE,USA,Basketball,0,14,1,14
23803,1956,36,40.5,3,45,FALSE,USA,Basketball,0,12,1,12
23804,1960,36,39.6,3.286335345030997,44.529503017546496,FALSE,USA,Basketball,0,12,1,12
23805,1964,36,38.4,3.286335345030997,43.32950301754649,FALSE,USA,Basketball,0,12,1,12
23806,1968,36,37.2,2.683281572999748,41.22492235949962,FALSE,USA,Basketball,0,12,1,12
23807,1972,24,33.6,5.366563145999496,41.64984471899925,FALSE,USA,Basketball,0,12,1,12
23808,1976,60,38.4,13.145341380123988,58.11801207018598,TRUE,USA,Basketball,0,24,2,24
23809,1984,72,45.6,19.71801207018597,75.17701810527896,TRUE,USA,Basketball,1,24,2,24
23810,1988,48,48,18.97366596101028,76.46049894151541,FALSE,USA,Basketball,0,24,2,24
23811,1992,48,50.4,17.79887636902959,77.09831455354438,FALSE,USA,Basketball,0,24,2,24
23812,1996,72,60,11.999999999999998,78,TRUE,USA,Basketball,1,24,2,24
23813,2000,69,61.8,12.657013865837392,80.78552079875608,TRUE,USA,Basketball,0,23,2,23
23814,2004,48,57,12.36931687685298,75.55397531527947,FALSE,USA,Basketball,0,24,2,24
23815,2008,72,61.8,12.657013865837392,80.78552079875608,TRUE,USA,Basketball,0,24,2,24
23816,2012,72,66.6,10.478549517943788,82.31782427691567,TRUE,USA,Basketball,0,24,2,24
23817,2016,72,66.6,10.478549517943788,82.31782427691567,TRUE,USA,Basketball,0,24,2,24
23818,2020,72,67.2,10.73312629199899,83.2996894379985,FALSE,USA,Basketball,0,24,2,24
23819,2024,72,72,0,72,FALSE,USA,Basketball,0,24,2,24
23820,1996,10,,0,,FALSE,USA,Beach Volleyball,1,12,2,12
23821,2000,6,8,2.8284271247461903,12.242640687119286,FALSE,USA,Beach Volleyball,0,8,2,8
23822,2004,8,8,2,11,FALSE,USA,Beach Volleyball,0,8,2,8
23823,2008,12,9,2.581988897471611,12.872983346207416,FALSE,USA,Beach Volleyball,0,8,2,8
23824,2012,10,9.2,2.280350850198276,12.620526275297411,FALSE,USA,Beach Volleyball,0,8,2,8
23825,2016,2,7.6,3.8470768123342687,13.370615218501404,FALSE,USA,Beach Volleyball,0,8,2,8
23826,2020,6,7.6,3.847076812334269,13.370615218501404,FALSE,USA,Beach Volleyball,0,8,2,8
23827,2024,0,6,5.0990195135927845,13.648529270389176,FALSE,USA,Beach Volleyball,0,8,2,8
23828,1904,39,,0,,FALSE,USA,Boxing,1,18,7,18
23829,1920,10,24.5,20.50609665440988,55.25914498161482,FALSE,USA,Boxing,0,16,8,16
23830,1924,12,20.33333333333333,16.19670748434179,44.628394559846015,FALSE,USA,Boxing,0,16,8,16
23831,1928,5,16.5,15.286159317064136,39.429238975596206,FALSE,USA,Boxing,0,8,8,8
23832,1932,9,15,13.656500283747665,35.4847504256215,FALSE,USA,Boxing,1,8,8,8
23833,1936,3,7.8,3.7013511046643495,13.352026656996523,FALSE,USA,Boxing,0,8,8,8
23834,1948,2,6.2,4.207136793592526,12.51070519038879,FALSE,USA,Boxing,0,8,8,8
23835,1952,15,6.8,5.310367218940701,14.765550828411053,TRUE,USA,Boxing,0,10,10,10
23836,1956,8,7.4,5.224940191045253,15.23741028656788,FALSE,USA,Boxing,0,8,8,8
23837,1960,10,7.6,5.319774431308154,15.579661646962233,FALSE,USA,Boxing,0,10,10,10
23838,1964,6,8.2,4.816637831516919,15.424956747275376,FALSE,USA,Boxing,0,10,10,10
23839,1968,12,10.2,3.492849839314596,15.439274758971894,FALSE,USA,Boxing,0,11,11,11
23840,1972,6,8.4,2.6076809620810595,12.31152144312159,FALSE,USA,Boxing,0,11,11,11
23841,1976,18,10.4,4.979959839195493,17.86993975879324,TRUE,USA,Boxing,0,11,11,11
23842,1984,30,14.4,10.039920318408909,29.45988047761336,TRUE,USA,Boxing,1,12,12,12
23843,1988,17,16.6,8.87693640846886,29.91540461270329,FALSE,USA,Boxing,0,11,11,11
23844,1992,6,15.4,9.989994994993742,30.38499249249061,FALSE,USA,Boxing,0,12,12,12
23845,1996,8,15.8,9.549869109050658,30.12480366357599,FALSE,USA,Boxing,1,12,12,12
23846,2000,6,13.4,10.334408546211051,28.901612819316576,FALSE,USA,Boxing,0,12,12,12
23847,2004,4,8.2,5.118593556827889,15.877890335241831,FALSE,USA,Boxing,0,9,9,9
23848,2008,1,5,2.6457513110645867,8.96862696659688,FALSE,USA,Boxing,0,8,8,8
23849,2012,4,4.6,2.6076809620810555,8.511521443121584,FALSE,USA,Boxing,0,12,12,12
23850,2016,6,4.2,2.0493901531919145,7.274085229787872,FALSE,USA,Boxing,0,8,8,8
23851,2020,7,4.4,2.302172886644263,7.853259329966395,FALSE,USA,Boxing,0,10,10,10
23852,2024,1,3.8,2.7748873851023177,7.962331077653476,FALSE,USA,Boxing,0,8,8,8
23853,2020,0,,0,,FALSE,USA,Canoe Slalom,0,3,4,3
23854,2024,1,0.5,0.7071067811865476,1.5606601717798214,FALSE,USA,Canoe Slalom,0,2,5,2
23855,2020,3,,0,,FALSE,USA,Canoe Sprint,0,1,1,1
23856,2024,2,2.5,0.7071067811865476,3.5606601717798214,FALSE,USA,Canoe Sprint,0,3,3,3
23857,1936,1,,0,,FALSE,USA,Canoeing,0,10,9,10
23858,1948,12,6.5,7.7781745930520225,18.16726188957804,TRUE,USA,Canoeing,0,8,8,8
23859,1952,3,5.333333333333333,5.859465277082316,14.122531248956808,FALSE,USA,Canoeing,0,9,8,9
23860,1956,0,4,5.477225575051661,12.215838362577491,FALSE,USA,Canoeing,0,12,8,12
23861,1960,0,3.2,5.06951674225463,10.804275113381944,FALSE,USA,Canoeing,0,13,7,13
23862,1964,5,4,4.949747468305833,11.424621202458749,FALSE,USA,Canoeing,0,11,7,11
23863,1968,0,1.6,2.3021728866442674,5.0532593299664015,FALSE,USA,Canoeing,0,12,7,12
23864,1972,1,1.2,2.16794833886788,4.45192250830182,FALSE,USA,Canoeing,0,26,11,26
23865,1976,0,1.2,2.16794833886788,4.45192250830182,FALSE,USA,Canoeing,0,16,11,16
23866,1984,1,1.4,2.073644135332772,4.510466202999158,FALSE,USA,Canoeing,1,16,12,16
23867,1988,9,2.2,3.8340579025361614,7.951086853804244,TRUE,USA,Canoeing,0,16,12,16
23868,1992,8,3.8,4.324349662087931,10.286524493131896,FALSE,USA,Canoeing,0,32,16,32
23869,1996,2,4,4.183300132670378,10.274950199005566,FALSE,USA,Canoeing,1,25,14,25
23870,2000,0,4,4.183300132670378,10.274950199005566,FALSE,USA,Canoeing,0,14,12,14
23871,2004,2,4.2,4.024922359499622,10.237383539249432,FALSE,USA,Canoeing,0,17,13,17
23872,2008,0,2.4,3.2863353450309973,7.329503017546497,FALSE,USA,Canoeing,0,7,7,7
23873,2012,0,0.8,1.0954451150103346,2.443167672515502,FALSE,USA,Canoeing,0,7,7,7
23874,2016,0,0.4,0.8944271909999189,1.7416407864998784,FALSE,USA,Canoeing,0,5,6,5
23875,1900,1,,0,,FALSE,USA,Cycling,0,1,2,1
23876,1904,42,21.5,28.991378028648448,64.98706704297267,TRUE,USA,Cycling,1,17,7,17
23877,1908,0,14.333333333333334,23.96525262402492,50.28121226937072,FALSE,USA,Cycling,0,2,3,2
23878,1912,10,13.25,19.6871362400257,42.78070436003856,FALSE,USA,Cycling,0,9,2,9
23879,1920,0,10.6,18.04993074778959,37.674896121684384,FALSE,USA,Cycling,0,9,5,9
23880,1924,0,10.4,18.18790807102345,37.68186210653518,FALSE,USA,Cycling,0,5,4,5
23881,1928,0,2,4.472135954999573,8.70820393249936,FALSE,USA,Cycling,0,4,2,4
23882,1932,0,2,4.472135954999573,8.70820393249936,FALSE,USA,Cycling,1,12,6,12
23883,1936,0,0,0,0,FALSE,USA,Cycling,0,6,6,6
23884,1948,0,0,0,0,FALSE,USA,Cycling,0,9,6,9
23885,1952,0,0,0,0,FALSE,USA,Cycling,0,9,6,9
23886,1956,0,0,0,0,FALSE,USA,Cycling,0,10,6,10
23887,1960,0,0,0,0,FALSE,USA,Cycling,0,14,6,14
23888,1964,0,0,0,0,FALSE,USA,Cycling,0,16,7,16
23889,1968,0,0,0,0,FALSE,USA,Cycling,0,15,7,15
23890,1972,0,0,0,0,FALSE,USA,Cycling,0,15,7,15
23891,1976,0,0,0,0,FALSE,USA,Cycling,0,13,6,13
23892,1984,31,6.2,13.863621460498695,26.995432190748044,TRUE,USA,Cycling,1,20,8,20
23893,1988,1,6.4,13.758633653092156,27.03795047963824,FALSE,USA,Cycling,0,19,9,19
23894,1992,2,6.8,13.553597308463903,27.130395962695854,FALSE,USA,Cycling,0,20,10,20
23895,1996,5,7.8,13.103434664239751,27.45515199635963,FALSE,USA,Cycling,1,23,14,23
23896,2000,5,8.8,12.537942414925984,27.606913622388976,FALSE,USA,Cycling,0,26,17,26
23897,2004,4,3.4,1.8165902124584872,6.124885318687731,FALSE,USA,Cycling,0,18,12,18
23898,2008,8,4.8,2.167948338867873,8.051922508301809,FALSE,USA,Cycling,0,24,17,24
23899,2012,14,7.2,4.086563348340506,13.32984502251076,TRUE,USA,Cycling,0,24,12,24
23900,2016,18,9.8,6.016643582596526,18.82496537389479,TRUE,USA,Cycling,0,20,12,20
23901,2020,2,,0,,FALSE,USA,Cycling BMX Freestyle,0,4,2,4
23902,2024,2,2,0,2,FALSE,USA,Cycling BMX Freestyle,0,4,2,4
23903,2020,0,,0,,FALSE,USA,Cycling BMX Racing,0,5,2,5
23904,2024,0,0,0,0,FALSE,USA,Cycling BMX Racing,0,7,2,7
23905,2020,0,,0,,FALSE,USA,Cycling Mountain Bike,0,4,2,4
23906,2024,2,1,1.4142135623730951,3.121320343559643,FALSE,USA,Cycling Mountain Bike,0,4,2,4
23907,2020,0,,0,,FALSE,USA,Cycling Road,0,7,4,7
23908,2024,0,0,0,0,FALSE,USA,Cycling Road,0,3,2,3
23909,2020,8,,0,,FALSE,USA,Cycling Track,0,9,8,9
23910,2024,15,11.5,4.949747468305833,18.92462120245875,FALSE,USA,Cycling Track,0,5,4,5
23911,1904,4,,0,,FALSE,USA,Diving,1,2,1,2
23912,1908,1,2.5,2.1213203435596424,5.681980515339464,FALSE,USA,Diving,0,2,2,2
23913,1912,0,1.6666666666666667,2.0816659994661326,4.789165665865866,FALSE,USA,Diving,0,2,3,2
23914,1920,16,5.25,7.365459931328117,16.298189896992177,TRUE,USA,Diving,0,14,5,14
23915,1924,23,8.8,10.183319694480772,24.07497954172116,TRUE,USA,Diving,0,10,5,10
23916,1928,20,12,10.793516572461453,28.190274858692177,TRUE,USA,Diving,0,9,4,9
23917,1932,24,16.6,9.787747442593725,31.281621163890588,TRUE,USA,Diving,1,9,4,9
23918,1936,22,21,3.162277660168374,25.743416490252564,FALSE,USA,Diving,0,10,4,10
23919,1948,22,22.2,1.483239697419123,24.424859546128683,FALSE,USA,Diving,0,7,4,7
23920,1952,19,21.4,1.949358868961785,24.32403830344268,FALSE,USA,Diving,0,11,4,11
23921,1956,19,21.2,2.1679483388678733,24.45192250830181,FALSE,USA,Diving,0,11,4,11
23922,1960,14,19.2,3.2710854467592205,24.10662817013883,FALSE,USA,Diving,0,6,4,6
23923,1964,16,18,3.082207001484483,22.62331050222672,FALSE,USA,Diving,0,12,4,12
23924,1968,10,15.6,3.7815340802378032,21.272301120356705,FALSE,USA,Diving,0,11,4,11
23925,1972,6,13,5.099019513592781,20.64852927038917,FALSE,USA,Diving,0,8,4,8
23926,1976,10,11.2,3.898717737923581,17.04807660688537,FALSE,USA,Diving,0,11,4,11
23927,1984,15,11.4,4.098780306383834,17.54817045957575,FALSE,USA,Diving,1,7,4,7
23928,1988,10,10.2,3.193743884534256,14.990615826801385,FALSE,USA,Diving,0,7,4,7
23929,1992,6,9.4,3.7148351242013367,14.972252686302006,FALSE,USA,Diving,0,8,4,8
23930,1996,2,8.6,4.878524367060184,15.917786550590275,FALSE,USA,Diving,1,8,4,8
23931,2000,3,7.2,5.357238094391546,15.235857141587315,FALSE,USA,Diving,0,7,7,7
23932,2004,0,4.2,3.898717737923581,10.04807660688537,FALSE,USA,Diving,0,11,7,11
23933,2008,0,2.2,2.489979919597739,5.934969879396609,FALSE,USA,Diving,0,12,8,12
23934,2012,11,3.2,4.549725266430926,10.024587899646388,TRUE,USA,Diving,0,11,7,11
23935,2016,9,4.6,5.12835256198323,12.292528842974844,FALSE,USA,Diving,0,10,7,10
23936,2020,9,5.8,5.357238094391546,13.83585714158732,FALSE,USA,Diving,0,11,7,11
23937,2024,4,6.6,4.50555213042752,13.35832819564128,FALSE,USA,Diving,0,11,7,11
23938,2020,14,,0,,FALSE,USA,Equestrian,0,12,6,12
23939,2024,8,11,4.242640687119285,17.36396103067893,FALSE,USA,Equestrian,0,12,6,12
23940,1912,4,,0,,FALSE,USA,Equestrianism,0,4,4,4
23941,1920,0,2,2.8284271247461903,6.242640687119286,FALSE,USA,Equestrianism,0,8,5,8
23942,1924,1,1.6666666666666667,2.0816659994661326,4.789165665865866,FALSE,USA,Equestrianism,0,5,4,5
23943,1928,0,1.25,1.8929694486000912,4.089454172900137,FALSE,USA,Equestrianism,0,5,4,5
23944,1932,17,4.4,7.231873892705818,15.247810839058728,TRUE,USA,Equestrianism,1,8,6,8
23945,1936,2,4,7.314369419163897,14.971554128745844,FALSE,USA,Equestrianism,0,8,6,8
23946,1948,17,7.4,8.792041856133306,20.58806278419996,TRUE,USA,Equestrianism,0,7,6,7
23947,1952,6,8.4,8.142481194328912,20.61372179149337,FALSE,USA,Equestrianism,0,9,6,9
23948,1956,0,8.4,8.142481194328912,20.61372179149337,FALSE,USA,Equestrianism,0,8,5,8
23949,1960,6,6.2,6.572670690061994,16.05900603509299,FALSE,USA,Equestrianism,0,10,5,10
23950,1964,8,7.4,6.148170459575759,16.62225568936364,FALSE,USA,Equestrianism,0,10,6,10
23951,1968,12,6.4,4.33589667773576,12.90384501660364,TRUE,USA,Equestrianism,0,11,6,11
23952,1972,17,8.6,6.387487769068525,18.181231653602783,TRUE,USA,Equestrianism,0,11,6,11
23953,1976,20,12.6,5.89915248150105,21.448728722251573,TRUE,USA,Equestrianism,0,12,6,12
23954,1984,31,17.6,8.792041856133306,30.78806278419996,TRUE,USA,Equestrianism,1,11,6,11
23955,1988,10,18,8.276472678623424,30.41470901793513,FALSE,USA,Equestrianism,0,12,6,12
23956,1992,5,16.6,9.96493853468249,31.54740780202373,FALSE,USA,Equestrianism,0,12,6,12
23957,1996,21,17.4,10.16366075781753,32.64549113672629,FALSE,USA,Equestrianism,1,14,6,14
23958,2000,11,15.6,10.382677881933928,31.17401682290089,FALSE,USA,Equestrianism,0,14,6,14
23959,2004,25,14.4,8.29457654133109,26.84186481199664,TRUE,USA,Equestrianism,0,13,6,13
23960,2008,15,15.4,7.924645102463581,27.28696765369537,FALSE,USA,Equestrianism,0,12,6,12
23961,2012,0,14.4,9.685040010242602,28.927560015363905,FALSE,USA,Equestrianism,0,13,6,13
23962,2016,13,12.8,8.955445270895245,26.233167906342867,FALSE,USA,Equestrianism,0,12,6,12
23963,1900,0,,0,,FALSE,USA,Fencing,0,3,3,3
23964,1904,24,12,16.97056274847714,37.45584412271571,TRUE,USA,Fencing,1,7,5,7
23965,1912,0,8,13.856406460551018,28.784609690826528,FALSE,USA,Fencing,0,13,4,13
23966,1920,5,7.25,11.412712210513329,24.36906831576999,FALSE,USA,Fencing,0,17,6,17
23967,1924,0,5.8,10.401922899156675,21.40288434873501,FALSE,USA,Fencing,0,21,7,21
23968,1928,1,6,10.27131929208707,21.406978938130603,FALSE,USA,Fencing,0,16,7,16
23969,1932,14,4,5.958187643906492,12.93728146585974,TRUE,USA,Fencing,1,21,7,21
23970,1936,0,4,5.958187643906492,12.93728146585974,FALSE,USA,Fencing,0,22,7,22
23971,1948,6,4.2,6.016643582596529,13.224965373894792,FALSE,USA,Fencing,0,20,7,20
23972,1952,0,4.2,6.016643582596529,13.224965373894792,FALSE,USA,Fencing,0,20,7,20
23973,1956,0,4,6.164414002968976,13.246621004453464,FALSE,USA,Fencing,0,18,7,18
23974,1960,1,1.4,2.6076809620810595,5.311521443121589,FALSE,USA,Fencing,0,21,8,21
23975,1964,0,1.4,2.6076809620810595,5.311521443121589,FALSE,USA,Fencing,0,18,8,18
23976,1968,0,0.2,0.4472135954999579,0.870820393249937,FALSE,USA,Fencing,0,20,8,20
23977,1972,0,0.2,0.4472135954999579,0.870820393249937,FALSE,USA,Fencing,0,19,8,19
23978,1976,0,0.2,0.4472135954999579,0.870820393249937,FALSE,USA,Fencing,0,18,8,18
23979,1984,1,0.2,0.4472135954999579,0.870820393249937,TRUE,USA,Fencing,1,20,8,20
23980,1988,0,0.2,0.4472135954999579,0.870820393249937,FALSE,USA,Fencing,0,19,8,19
23981,1992,0,0.2,0.4472135954999579,0.870820393249937,FALSE,USA,Fencing,0,16,6,16
23982,1996,0,0.2,0.4472135954999579,0.870820393249937,FALSE,USA,Fencing,1,15,10,15
23983,2000,0,0.2,0.4472135954999579,0.870820393249937,FALSE,USA,Fencing,0,8,6,8
23984,2004,4,0.8,1.7888543819998317,3.483281572999748,TRUE,USA,Fencing,0,15,9,15
23985,2008,23,5.4,9.989994994993742,20.38499249249061,TRUE,USA,Fencing,0,13,9,13
23986,2012,4,6.2,9.602083107326244,20.60312466098937,FALSE,USA,Fencing,0,20,10,20
23987,2016,12,8.6,9.154233993076646,22.33135098961497,FALSE,USA,Fencing,0,17,9,17
23988,2020,7,10,7.968688725254615,21.95303308788192,FALSE,USA,Fencing,0,24,12,24
23989,2024,18,12.8,7.791020472312983,24.48653070846948,TRUE,USA,Fencing,0,20,10,20
23990,1908,0,,0,,FALSE,USA,Figure Skating,0,1,1,1
23991,1920,1,0.5,0.7071067811865476,1.5606601717798214,FALSE,USA,Figure Skating,0,2,3,2
23992,1904,34,,0,,FALSE,USA,Football,1,23,1,23
23993,1924,0,17,24.04163056034261,53.06244584051392,FALSE,USA,Football,0,13,1,13
23994,1928,0,11.333333333333334,19.62990915244728,40.778197062004246,FALSE,USA,Football,0,11,1,11
23995,1936,0,8.5,17,34,FALSE,USA,Football,0,11,1,11
23996,1948,0,6.8,15.20526224699857,29.60789337049785,FALSE,USA,Football,0,11,1,11
23997,1952,0,0,0,0,FALSE,USA,Football,0,11,1,11
23998,1956,0,0,0,0,FALSE,USA,Football,0,11,1,11
23999,1972,0,0,0,0,FALSE,USA,Football,0,19,1,19
24000,1984,0,0,0,0,FALSE,USA,Football,1,14,1,14
24001,1988,0,0,0,0,FALSE,USA,Football,0,16,1,16
24002,1992,0,0,0,0,FALSE,USA,Football,0,17,1,17
24003,1996,45,9,20.12461179749811,39.18691769624717,TRUE,USA,Football,1,30,2,30
24004,2000,26,14.2,20.571825392998065,45.05773808949709,TRUE,USA,Football,0,30,2,30
24005,2004,51,24.4,24.11016383187804,60.56524574781706,TRUE,USA,Football,0,17,1,17
24006,2008,51,34.6,21.8929212303886,67.43938184558291,TRUE,USA,Football,0,33,2,33
24007,2012,51,44.8,10.825894882179488,61.03884232326923,TRUE,USA,Football,0,17,1,17
24008,2016,0,35.8,22.753021777337626,69.92953266600642,FALSE,USA,Football,0,17,1,17
24009,2020,22,35,23.24865587512534,69.872983812688,FALSE,USA,Football,0,22,1,22
24010,2024,60,36.8,25.073890802984685,74.41083620447702,TRUE,USA,Football,0,39,2,39
24011,1900,9,,0,,FALSE,USA,Golf,0,9,2,9
24012,1904,64,36.5,38.89087296526012,94.83630944789016,TRUE,USA,Golf,1,72,2,72
24013,2016,1,24.666666666666668,34.29771615331454,76.11324089663847,FALSE,USA,Golf,0,7,2,7
24014,2020,6,20,29.518355871107275,64.27753380666091,FALSE,USA,Golf,0,8,2,8
24015,2024,3,16.6,26.67020809817576,56.60531214726364,FALSE,USA,Golf,0,7,2,7
24016,1904,89,,0,,FALSE,USA,Gymnastics,1,107,12,107
24017,1920,0,44.5,62.932503525602726,138.8987552884041,FALSE,USA,Gymnastics,0,4,1,4
24018,1924,3,30.666666666666668,50.54041287260456,106.47728597557352,FALSE,USA,Gymnastics,0,8,9,8
24019,1928,0,23,44.02272140611027,89.03408210916541,FALSE,USA,Gymnastics,0,8,7,8
24020,1932,40,26.4,38.875442119672414,84.71316317950863,TRUE,USA,Gymnastics,1,20,11,20
24021,1936,0,8.6,17.601136326953434,35.00170449043015,FALSE,USA,Gymnastics,0,16,9,16
24022,1948,8,10.2,16.9764542823288,35.66468142349319,FALSE,USA,Gymnastics,0,16,9,16
24023,1952,0,9.6,17.343586710943033,35.61538006641455,FALSE,USA,Gymnastics,0,16,15,16
24024,1956,0,9.6,17.343586710943033,35.61538006641455,FALSE,USA,Gymnastics,0,12,15,12
24025,1960,0,1.6,3.5777087639996314,6.966563145999448,FALSE,USA,Gymnastics,0,12,14,12
24026,1964,0,1.6,3.5777087639996314,6.966563145999448,FALSE,USA,Gymnastics,0,12,14,12
24027,1968,0,0,0,0,FALSE,USA,Gymnastics,0,12,14,12
24028,1972,0,0,0,0,FALSE,USA,Gymnastics,0,12,14,12
24029,1976,1,0.2,0.447213595499691,0.8708203932495366,TRUE,USA,Gymnastics,0,12,14,12
24030,1984,56,11.4,24.93591786961129,48.80387680441694,TRUE,USA,Gymnastics,1,12,14,12
24031,1988,1,11.6,24.825390228554312,48.83808534283147,FALSE,USA,Gymnastics,0,12,14,12
24032,1992,15,14.6,23.96455716260995,50.546835743914926,FALSE,USA,Gymnastics,0,12,14,12
24033,1996,29,20.4,23.03909720453473,54.958645806802096,TRUE,USA,Gymnastics,1,14,14,14
24034,2000,6,21.4,22.074872593063816,54.51230888959572,FALSE,USA,Gymnastics,0,12,14,12
24035,2004,39,18,15.842979517754856,41.76446927663228,TRUE,USA,Gymnastics,0,12,14,12
24036,2008,35,24.8,13.89964028311524,45.64946042467287,TRUE,USA,Gymnastics,0,12,13,12
24037,2012,25,26.8,12.814054783713075,46.02108217556962,FALSE,USA,Gymnastics,0,10,14,10
24038,2016,38,28.6,13.794926603646717,49.29238990547008,TRUE,USA,Gymnastics,0,10,14,10
24039,1936,0,,0,,FALSE,USA,Handball,0,13,1,13
24040,1972,0,0,0,0,FALSE,USA,Handball,0,15,1,15
24041,1976,0,0,0,0,FALSE,USA,Handball,0,14,1,14
24042,1984,0,0,0,0,FALSE,USA,Handball,1,27,2,27
24043,1988,0,0,0,0,FALSE,USA,Handball,0,28,2,28
24044,1992,0,0,0,0,FALSE,USA,Handball,0,13,1,13
24045,1996,0,0,0,0,FALSE,USA,Handball,1,32,2,32
24046,1932,14,,0,,FALSE,USA,Hockey,1,14,1,14
24047,1936,0,7,9.899494936611664,21.849242404917497,FALSE,USA,Hockey,0,14,1,14
24048,1948,0,4.666666666666667,8.082903768654761,16.79102231964881,FALSE,USA,Hockey,0,14,1,14
24049,1956,0,3.5,7,14,FALSE,USA,Hockey,0,13,1,13
24050,1984,16,6,8.246211251235321,18.36931687685298,TRUE,USA,Hockey,1,31,2,31
24051,1988,0,3.2,7.155417527999327,13.933126291998992,FALSE,USA,Hockey,0,16,1,16
24052,1996,0,3.2,7.155417527999327,13.933126291998992,FALSE,USA,Hockey,1,32,2,32
24053,2008,0,3.2,7.155417527999327,13.933126291998992,FALSE,USA,Hockey,0,16,1,16
24054,2012,0,3.2,7.155417527999327,13.933126291998992,FALSE,USA,Hockey,0,16,1,16
24055,2016,0,0,0,0,FALSE,USA,Hockey,0,16,1,16
24056,2024,0,0,0,0,FALSE,USA,Hockey,0,16,1,16
24057,1964,1,,0,,FALSE,USA,Judo,0,4,4,4
24058,1972,0,0.5,0.7071067811865476,1.5606601717798214,FALSE,USA,Judo,0,6,6,6
24059,1976,1,0.6666666666666666,0.5773502691896258,1.5326920704511051,FALSE,USA,Judo,0,6,6,6
24060,1984,3,1.25,1.2583057392117918,3.1374586088176875,FALSE,USA,Judo,1,8,8,8
24061,1988,3,1.6,1.3416407864998738,3.6124611797498094,FALSE,USA,Judo,0,7,7,7
24062,1992,2,1.8,1.3038404810405295,3.755760721560794,FALSE,USA,Judo,0,13,13,13
24063,1996,1,2,1,3.5,FALSE,USA,Judo,1,14,14,14
24064,2000,0,1.8,1.3038404810405295,3.755760721560794,FALSE,USA,Judo,0,14,14,14
24065,2004,1,1.4,1.140175425099138,3.110263137648707,FALSE,USA,Judo,0,12,12,12
24066,2008,1,1,0.7071067811865477,2.0606601717798214,FALSE,USA,Judo,0,10,10,10
24067,2012,4,1.4,1.5165750888103104,3.6748626332154655,TRUE,USA,Judo,0,5,5,5
24068,2016,5,2.2,2.1679483388678804,5.451922508301821,FALSE,USA,Judo,0,6,6,6
24069,2020,0,2.2,2.1679483388678804,5.451922508301821,FALSE,USA,Judo,0,4,4,4
24070,2024,0,2,2.345207879911715,5.517811819867572,FALSE,USA,Judo,0,4,4,4
24071,2020,0,,0,,FALSE,USA,Marathon Swimming,0,3,2,3
24072,2024,0,0,0,0,FALSE,USA,Marathon Swimming,0,2,2,2
24073,1912,0,,0,,FALSE,USA,Modern Pentathlon,0,1,1,1
24074,1920,0,0,0,0,FALSE,USA,Modern Pentathlon,0,2,1,2
24075,1924,0,0,0,0,FALSE,USA,Modern Pentathlon,0,4,1,4
24076,1928,0,0,0,0,FALSE,USA,Modern Pentathlon,0,3,1,3
24077,1932,1,0.2,0.4472135954999579,0.870820393249937,TRUE,USA,Modern Pentathlon,1,3,1,3
24078,1936,2,0.6,0.8944271909999159,1.9416407864998737,TRUE,USA,Modern Pentathlon,0,3,1,3
24079,1948,2,1,1,2.5,FALSE,USA,Modern Pentathlon,0,3,1,3
24080,1952,0,1,1,2.5,FALSE,USA,Modern Pentathlon,0,3,2,3
24081,1956,6,2.2,2.280350850198276,5.620526275297414,TRUE,USA,Modern Pentathlon,0,3,2,3
24082,1960,4,2.8,2.280350850198276,6.220526275297414,FALSE,USA,Modern Pentathlon,0,3,2,3
